"Supplementary Table S15. List of cell type-specific unmethylated markers (top 25), covered by Illumina TruSeq EPIC hybrid capture panel (hg19).",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Type,chr,start,end,startCpG,endCpG,position,Number of CpGs,Length,Target meth. ,Background meth.,Diff,Genomic class,Gene,,p-value,,,,,,,,,,,
Neuron,chr1,183388184,183388241,1679782,1679788,chr1:183388184-183388241,6CpGs,57bp,0.236,0.874,0.637,promoter-TSS,NMNAT2,,,,,,,,,,,,,
Neuron,chr14,23990115,23990411,19409332,19409343,chr14:23990115-23990411,11CpGs,296bp,0.369,0.873,0.504,exon,ZFHX2,,,,,,,,,,,,,
Neuron,chr1,241518958,241519216,2199818,2199824,chr1:241518958-241519216,6CpGs,258bp,0.14,0.892,0.752,exon,RGS7,,,,,,,,,,,,,
Neuron,chr2,51253728,51254055,2801743,2801748,chr2:51253728-51254055,5CpGs,327bp,0.126,0.857,0.731,intron,NRXN1,,,,,,,,,,,,,
Neuron,chr19,18313493,18313542,24456004,24456009,chr19:18313493-18313542,5CpGs,49bp,0.103,0.859,0.756,exon,RAB3A,,,,,,,,,,,,,
Neuron,chr11,64402890,64403123,16574938,16574944,chr11:64402890-64403123,6CpGs,233bp,0.249,0.891,0.642,intron,NRXN2,,,,,,,,,,,,,
Neuron,chr22,50764436,50764729,26740128,26740138,chr22:50764436-50764729,10CpGs,293bp,0.148,0.844,0.696,intron,DENND6B,,,,,,,,,,,,,
Neuron,chr11,62474735,62475079,16542191,16542202,chr11:62474735-62475079,11CpGs,344bp,0.0664,0.88,0.813,promoter-TSS,GNG3,,,,,,,,,,,,,
Neuron,chr10,125426324,125426383,15821787,15821794,chr10:125426324-125426383,7CpGs,59bp,0.252,0.773,0.522,exon,GPR26,,,,,,,,,,,,,
Neuron,chr11,123448094,123448137,17149035,17149042,chr11:123448094-123448137,7CpGs,43bp,0.189,0.928,0.739,exon,GRAMD1B,,,,,,,,,,,,,
Neuron,chr10,126694517,126694669,15841333,15841342,chr10:126694517-126694669,9CpGs,152bp,0.37,0.943,0.573,intron,CTBP2,,,,,,,,,,,,,
Neuron,chr1,244217892,244218743,2225713,2225752,chr1:244217892-244218743,39CpGs,851bp,0.261,0.95,0.688,exon,ZBTB18,,,,,,,,,,,,,
Neuron,chr2,26202681,26203068,2562270,2562277,chr2:26202681-26203068,7CpGs,387bp,0.274,0.923,0.649,intron,KIF3C,,,,,,,,,,,,,
Oligodend,chr1,229618170,229618509,2077208,2077213,chr1:229618170-229618509,5CpGs,339bp,0.0671,0.935,0.868,intron,NUP133,,,,,,,,,,,,,
Oligodend,chr11,61404281,61404334,16522975,16522980,chr11:61404281-61404334,5CpGs,53bp,0.026,0.938,0.911,exon,RPLP0P2,,,,,,,,,,,,,
Oligodend,chr18,74713115,74713578,23958776,23958793,chr18:74713115-74713578,17CpGs,463bp,0.161,0.931,0.769,intron,MBP,,,,,,,,,,,,,
Oligodend,chr9,115509635,115509919,14233132,14233138,chr9:115509635-115509919,6CpGs,284bp,0.0359,0.932,0.896,Intergenic,SNX30,,,,,,,,,,,,,
Oligodend,chr17,4012880,4013163,22274096,22274103,chr17:4012880-4013163,7CpGs,283bp,0.0634,0.957,0.893,intron,ZZEF1,,,,,,,,,,,,,
Oligodend,chr18,77083459,77083986,23993928,23993942,chr18:77083459-77083986,14CpGs,527bp,0.0725,0.951,0.878,intron,ATP9B,,,,,,,,,,,,,
Oligodend,chr18,74728663,74729022,23959102,23959116,chr18:74728663-74729022,14CpGs,359bp,0.041,0.937,0.896,exon,MBP,,,,,,,,,,,,,
Oligodend,chr8,140846549,140847025,13284208,13284226,chr8:140846549-140847025,18CpGs,476bp,0.0687,0.934,0.865,intron,TRAPPC9,,,,,,,,,,,,,
Oligodend,chr1,32806916,32807086,549483,549489,chr1:32806916-32807086,6CpGs,170bp,0.0446,0.931,0.886,Intergenic,MARCKSL1,,,,,,,,,,,,,
Oligodend,chr2,111407869,111408368,3311434,3311441,chr2:111407869-111408368,7CpGs,499bp,0.0937,0.954,0.861,exon,BUB1,,,,,,,,,,,,,
Oligodend,chr1,243349297,243350018,2217365,2217377,chr1:243349297-243350018,12CpGs,721bp,0.0585,0.948,0.889,intron,CEP170,,,,,,,,,,,,,
Oligodend,chr7,2148444,2148885,10594052,10594074,chr7:2148444-2148885,22CpGs,441bp,0.0937,0.926,0.832,intron,MAD1L1,,,,,,,,,,,,,
Oligodend,chr16,75129190,75129467,21936601,21936612,chr16:75129190-75129467,11CpGs,277bp,0.0476,0.928,0.881,intron,ZNRF1,,,,,,,,,,,,,
Oligodend,chr18,9234105,9234477,23429605,23429614,chr18:9234105-9234477,9CpGs,372bp,0.127,0.954,0.827,intron,ANKRD12,,,,,,,,,,,,,
Oligodend,chr14,67289596,67290514,19749596,19749610,chr14:67289596-67290514,14CpGs,918bp,0.0707,0.925,0.855,intron,GPHN,,,,,,,,,,,,,
Oligodend,chr15,102020437,102021034,21081604,21081617,chr15:102020437-102021034,13CpGs,597bp,0.0703,0.912,0.842,intron,PCSK6,,,,,,,,,,,,,
Oligodend,chr13,25766851,25767213,18629442,18629448,chr13:25766851-25767213,6CpGs,362bp,0.0264,0.882,0.855,Intergenic,AMER2,,,,,,,,,,,,,
Oligodend,chr22,38479240,38479487,26501320,26501329,chr22:38479240-38479487,9CpGs,247bp,0.0896,0.922,0.832,promoter-TSS,SLC16A8,,,,,,,,,,,,,
Oligodend,chr10,64148187,64148348,15228241,15228249,chr10:64148187-64148348,8CpGs,161bp,0.0484,0.904,0.855,exon,ZNF365,,,,,,,,,,,,,
Oligodend,chr17,76455195,76455319,23213773,23213787,chr17:76455195-76455319,14CpGs,124bp,0.0216,0.927,0.905,exon,DNAH17,,,,,,,,,,,,,
Oligodend,chr17,40122456,40123173,22733711,22733724,chr17:40122456-40123173,13CpGs,717bp,0.0849,0.91,0.825,intron,DNAJC7,,,,,,,,,,,,,
Oligodend,chr1,54584079,54584345,802841,802847,chr1:54584079-54584345,6CpGs,266bp,0.0839,0.866,0.782,Intergenic,CDCP2,,,,,,,,,,,,,
Oligodend,chr2,71773925,71774038,2974363,2974370,chr2:71773925-71774038,7CpGs,113bp,0.125,0.92,0.795,intron,DYSF,,,,,,,,,,,,,
Oligodend,chr13,101288719,101289227,19193848,19193857,chr13:101288719-101289227,9CpGs,508bp,0.0669,0.931,0.864,exon,TMTC4,,,,,,,,,,,,,
Oligodend,chr6,163520853,163521078,10424193,10424208,chr6:163520853-163521078,15CpGs,225bp,0.0938,0.937,0.844,intron,PACRG,,,,,,,,,,,,,
Ovary-Ep,chr18,3582028,3582727,23376651,23376663,chr18:3582028-3582727,12CpGs,699bp,0.148,0.917,0.769,exon;intron,DLGAP1,,,,,,,,,,,,,
Ovary-Ep,chr7,54901102,54901215,11090316,11090325,chr7:54901102-54901215,9CpGs,113bp,0.125,0.894,0.769,Intergenic,SEC61G,,,,,,,,,,,,,
Ovary-Ep,chr4,4760872,4761053,6173380,6173389,chr4:4760872-4761053,9CpGs,181bp,0.163,0.924,0.761,Intergenic,MSX1,,,,,,,,,,,,,
Ovary-Ep,chr6,32527588,32527757,9416676,9416682,chr6:32527588-32527757,6CpGs,169bp,0.104,0.886,0.783,exon,HLA-DRB6,,,,,,,,,,,,,
Ovary-Ep,chr4,8216134,8216352,6231265,6231274,chr4:8216134-8216352,9CpGs,218bp,0.267,0.904,0.636,exon,SH3TC1,,,,,,,,,,,,,
Ovary-Ep,chr9,132048516,132048588,14424991,14424997,chr9:132048516-132048588,6CpGs,72bp,0.231,0.937,0.705,Intergenic,C9orf106,,,,,,,,,,,,,
Ovary-Ep,chr10,3023582,3023765,14679232,14679242,chr10:3023582-3023765,10CpGs,183bp,0.175,0.85,0.674,Intergenic,PFKP,,,,,,,,,,,,,
Ovary-Ep,chr1,91319920,91320504,1067231,1067238,chr1:91319920-91320504,7CpGs,584bp,0.12,0.899,0.78,Intergenic,BARHL2,,,,,,,,,,,,,
Ovary-Ep,chr3,125643874,125643979,5450632,5450637,chr3:125643874-125643979,5CpGs,105bp,0.24,0.881,0.641,exon,FAM86JP,,,,,,,,,,,,,
Ovary-Ep,chr4,3948578,3948903,6161746,6161758,chr4:3948578-3948903,12CpGs,325bp,0.19,0.926,0.736,exon;intron,FAM86EP,,,,,,,,,,,,,
Ovary-Ep,chr7,42237271,42237445,10976554,10976563,chr7:42237271-42237445,9CpGs,174bp,0.134,0.916,0.782,intron,GLI3,,,,,,,,,,,,,
Ovary-Ep,chr18,3580265,3580824,23376606,23376630,chr18:3580265-3580824,24CpGs,559bp,0.0837,0.915,0.831,intron,DLGAP1,,,,,,,,,,,,,
Ovary-Ep,chr8,41555375,41555479,12546525,12546530,chr8:41555375-41555479,5CpGs,104bp,0.255,0.884,0.628,intron,ANK1,,,,,,,,,,,,,
Ovary-Ep,chr12,97092440,97092685,18085063,18085068,chr12:97092440-97092685,5CpGs,245bp,0.224,0.826,0.603,Intergenic,NEDD1,,,,,,,,,,,,,
Ovary-Ep,chr13,114812334,114812657,19348195,19348202,chr13:114812334-114812657,7CpGs,323bp,0.119,0.849,0.731,intron,RASA3,,,,,,,,,,,,,
Ovary-Ep,chr9,86237123,86237269,13949650,13949665,chr9:86237123-86237269,15CpGs,146bp,0.28,0.936,0.656,promoter-TSS,IDNK,,,,,,,,,,,,,
Ovary-Ep,chr1,15194057,15194102,281306,281311,chr1:15194057-15194102,5CpGs,45bp,0.157,0.918,0.76,intron,KAZN,,,,,,,,,,,,,
Ovary-Ep,chr7,6974962,6975158,10691527,10691532,chr7:6974962-6975158,5CpGs,196bp,0.239,0.883,0.645,Intergenic,CCZ1B,,,,,,,,,,,,,
Ovary-Ep,chr3,73002225,73002693,5113210,5113215,chr3:73002225-73002693,5CpGs,468bp,0.19,0.894,0.704,intron,GXYLT2,,,,,,,,,,,,,
Ovary-Ep,chr1,16446059,16446276,303895,303901,chr1:16446059-16446276,6CpGs,217bp,0.143,0.82,0.678,Intergenic,EPHA2,,,,,,,,,,,,,
Ovary-Ep,chr6,159279614,159279760,10378886,10378891,chr6:159279614-159279760,5CpGs,146bp,0.226,0.861,0.635,Intergenic;promoter-TSS,OSTCP1,,,,,,,,,,,,,
Ovary-Ep,chr1,206283014,206284147,1857043,1857054,chr1:206283014-206284147,11CpGs,1133bp,0.189,0.906,0.717,Intergenic,CTSE,,,,,,,,,,,,,
Ovary-Ep,chr1,3182822,3182986,86068,86086,chr1:3182822-3182986,18CpGs,164bp,0.202,0.899,0.697,intron,PRDM16,,,,,,,,,,,,,
Ovary-Ep,chr10,87796575,87796909,15448559,15448564,chr10:87796575-87796909,5CpGs,334bp,0.194,0.856,0.662,intron,GRID1,,,,,,,,,,,,,
Ovary-Ep,chr11,71506971,71507101,16714337,16714345,chr11:71506971-71507101,8CpGs,130bp,0.138,0.9,0.762,TTS;exon,ALG1L9P;FAM86C1,,,,,,,,,,,,,
Pancreas-Acinar,chr16,67964396,67965341,21840176,21840203,chr16:67964396-67965341,27CpGs,945bp,0.0363,0.927,0.891,TTS;exon,CTRL;PSKH1,,,,,,,,,,,,,
Pancreas-Acinar,chr11,118931857,118932942,17096066,17096083,chr11:118931857-118932942,17CpGs,1085bp,0.115,0.944,0.828,Intergenic,HYOU1;VPS11,,,,,,,,,,,,,
Pancreas-Acinar,chr7,2415447,2415668,10601478,10601485,chr7:2415447-2415668,7CpGs,221bp,0.0521,0.923,0.871,intron,EIF3B,,,,,,,,,,,,,
Pancreas-Acinar,chr17,80395185,80395451,23318709,23318725,chr17:80395185-80395451,16CpGs,266bp,0.0293,0.932,0.903,exon;intron,HEXDC,,,,,,,,,,,,,
Pancreas-Acinar,chr4,3179772,3180232,6143873,6143886,chr4:3179772-3180232,13CpGs,460bp,0.0369,0.936,0.899,intron,HTT,,,,,,,,,,,,,
Pancreas-Acinar,chr17,61787185,61787688,23004855,23004863,chr17:61787185-61787688,8CpGs,503bp,0.0702,0.953,0.883,intron,STRADA,,,,,,,,,,,,,
Pancreas-Acinar,chr7,130021519,130021681,11757959,11757973,chr7:130021519-130021681,14CpGs,162bp,0.0155,0.933,0.917,intron,CEP41,,,,,,,,,,,,,
Pancreas-Acinar,chr7,97841591,97842223,11471632,11471683,chr7:97841591-97842223,51CpGs,632bp,0.0291,0.935,0.906,exon,BHLHA15,,,,,,,,,,,,,
Pancreas-Acinar,chr22,22041093,22041569,26274416,26274435,chr22:22041093-22041569,19CpGs,476bp,0.116,0.957,0.841,exon,PPIL2,,,,,,,,,,,,,
Pancreas-Acinar,chr14,81935607,81936372,19899605,19899625,chr14:81935607-81936372,20CpGs,765bp,0.0436,0.947,0.903,Intergenic,STON2,,,,,,,,,,,,,
Pancreas-Acinar,chr7,130021725,130022965,11757975,11758014,chr7:130021725-130022965,39CpGs,1240bp,0.0301,0.945,0.915,intron,CEP41,,,,,,,,,,,,,
Pancreas-Acinar,chr9,135947152,135948392,14497123,14497153,chr9:135947152-135948392,30CpGs,1240bp,0.0397,0.926,0.886,TTS,CEL,,,,,,,,,,,,,
Pancreas-Acinar,chr7,97842283,97842420,11471684,11471693,chr7:97842283-97842420,9CpGs,137bp,0.0329,0.897,0.864,TTS,BHLHA15,,,,,,,,,,,,,
Pancreas-Acinar,chr15,90610401,90610703,20953197,20953219,chr15:90610401-90610703,22CpGs,302bp,0.0932,0.928,0.835,intron,ZNF710,,,,,,,,,,,,,
Pancreas-Acinar,chr19,7535541,7535800,24236139,24236154,chr19:7535541-7535800,15CpGs,259bp,0.0957,0.936,0.841,exon;intron,ARHGEF18,,,,,,,,,,,,,
Pancreas-Acinar,chr12,120893581,120893926,18337002,18337019,chr12:120893581-120893926,17CpGs,345bp,0.174,0.948,0.774,intron,GATC,,,,,,,,,,,,,
Pancreas-Acinar,chr3,197408113,197408813,6064418,6064437,chr3:197408113-197408813,19CpGs,700bp,0.0937,0.954,0.86,exon,KIAA0226,,,,,,,,,,,,,
Pancreas-Acinar,chr1,15765782,15766661,291227,291255,chr1:15765782-15766661,28CpGs,879bp,0.0343,0.943,0.908,intron,CTRC,,,,,,,,,,,,,
Pancreas-Acinar,chr2,241638157,241638274,4415670,4415678,chr2:241638157-241638274,8CpGs,117bp,0.0638,0.904,0.841,TTS,AQP12A,,,,,,,,,,,,,
Pancreas-Acinar,chr3,64004993,64005873,5038556,5038562,chr3:64004993-64005873,6CpGs,880bp,0.0621,0.884,0.822,intron,PSMD6,,,,,,,,,,,,,
Pancreas-Acinar,chr2,242847380,242847794,4443602,4443619,chr2:242847380-242847794,17CpGs,414bp,0.0672,0.923,0.856,Intergenic,CXXC11,,,,,,,,,,,,,
Pancreas-Acinar,chr16,75263335,75263739,21939045,21939072,chr16:75263335-75263739,27CpGs,404bp,0.0707,0.948,0.877,exon,BCAR1,,,,,,,,,,,,,
Pancreas-Acinar,chr13,101184824,101184991,19192406,19192415,chr13:101184824-101184991,9CpGs,167bp,0.0415,0.963,0.922,exon,GGACT,,,,,,,,,,,,,
Pancreas-Acinar,chr1,22307364,22307527,394138,394146,chr1:22307364-22307527,8CpGs,163bp,0.0139,0.899,0.885,intron,CELA3B,,,,,,,,,,,,,
Pancreas-Acinar,chr6,35762792,35763566,9464562,9464581,chr6:35762792-35763566,19CpGs,774bp,0.0322,0.909,0.877,intron,CLPS,,,,,,,,,,,,,
Pancreas-Alpha,chr2,163007419,163008823,3728751,3728763,chr2:163007419-163008823,12CpGs,1404bp,0.0485,0.897,0.848,intron,GCG,,,,,,,,,,,,,
Pancreas-Alpha,chr8,140863882,140864142,13284573,13284583,chr8:140863882-140864142,10CpGs,260bp,0.281,0.955,0.674,intron,TRAPPC9,,,,,,,,,,,,,
Pancreas-Alpha,chr13,113173833,113174185,19310585,19310597,chr13:113173833-113174185,12CpGs,352bp,0.283,0.953,0.671,intron,TUBGCP3,,,,,,,,,,,,,
Pancreas-Alpha,chr14,93655063,93655456,20003654,20003660,chr14:93655063-93655456,6CpGs,393bp,0.102,0.92,0.818,Intergenic,TMEM251,,,,,,,,,,,,,
Pancreas-Alpha,chr16,3795172,3795663,21206894,21206907,chr16:3795172-3795663,13CpGs,491bp,0.317,0.932,0.615,exon;intron,CREBBP,,,,,,,,,,,,,
Pancreas-Alpha,chr3,12940907,12941212,4567973,4567990,chr3:12940907-12941212,17CpGs,305bp,0.347,0.929,0.582,exon,IQSEC1,,,,,,,,,,,,,
Pancreas-Alpha,chr7,1152687,1152807,10562846,10562856,chr7:1152687-1152807,10CpGs,120bp,0.206,0.943,0.737,intron,C7orf50,,,,,,,,,,,,,
Pancreas-Alpha,chr17,65148228,65148582,23046410,23046419,chr17:65148228-65148582,9CpGs,354bp,0.0416,0.932,0.89,intron,HELZ,,,,,,,,,,,,,
Pancreas-Alpha,chr22,18583543,18584253,26207325,26207330,chr22:18583543-18584253,5CpGs,710bp,0.355,0.919,0.563,Intergenic,TUBA8,,,,,,,,,,,,,
Pancreas-Alpha,chr2,3218108,3218453,2332496,2332505,chr2:3218108-3218453,9CpGs,345bp,0.165,0.931,0.767,intron,TSSC1,,,,,,,,,,,,,
Pancreas-Alpha,chr16,50263360,50264271,21668676,21668681,chr16:50263360-50264271,5CpGs,911bp,0.205,0.861,0.656,exon,PAPD5,,,,,,,,,,,,,
Pancreas-Alpha,chr1,11142230,11142650,228016,228024,chr1:11142230-11142650,8CpGs,420bp,0.227,0.918,0.69,intron,EXOSC10,,,,,,,,,,,,,
Pancreas-Alpha,chr10,421964,422153,14638566,14638574,chr10:421964-422153,8CpGs,189bp,0.23,0.893,0.663,intron,DIP2C,,,,,,,,,,,,,
Pancreas-Alpha,chr22,38489645,38489992,26501650,26501662,chr22:38489645-38489992,12CpGs,347bp,0.256,0.912,0.656,intron,BAIAP2L2,,,,,,,,,,,,,
Pancreas-Alpha,chr9,140718792,140719046,14625320,14625325,chr9:140718792-140719046,5CpGs,254bp,0.221,0.89,0.669,intron,EHMT1,,,,,,,,,,,,,
Pancreas-Alpha,chr12,110025208,110025540,18198274,18198281,chr12:110025208-110025540,7CpGs,332bp,0.377,0.92,0.543,intron,MVK,,,,,,,,,,,,,
Pancreas-Alpha,chr7,79840316,79840385,11353522,11353527,chr7:79840316-79840385,5CpGs,69bp,0.125,0.91,0.786,exon,GNAI1,,,,,,,,,,,,,
Pancreas-Alpha,chr7,40040674,40040920,10959308,10959314,chr7:40040674-40040920,6CpGs,246bp,0.0762,0.917,0.841,intron,CDK13,,,,,,,,,,,,,
Pancreas-Alpha,chr6,141398623,141398837,10212720,10212725,chr6:141398623-141398837,5CpGs,214bp,0.144,0.902,0.759,Intergenic,MIR4465,,,,,,,,,,,,,
Pancreas-Alpha,chr19,38613463,38613753,24690388,24690402,chr19:38613463-38613753,14CpGs,290bp,0.0452,0.931,0.886,intron,SIPA1L3,,,,,,,,,,,,,
Pancreas-Alpha,chr6,168709994,168710230,10490656,10490674,chr6:168709994-168710230,18CpGs,236bp,0.301,0.932,0.631,intron,DACT2,,,,,,,,,,,,,
Pancreas-Alpha,chr3,31857960,31858297,4715929,4715935,chr3:31857960-31858297,6CpGs,337bp,0.177,0.88,0.703,intron,OSBPL10,,,,,,,,,,,,,
Pancreas-Alpha,chr5,35231999,35232165,7873267,7873272,chr5:35231999-35232165,5CpGs,166bp,0.128,0.897,0.769,Intergenic,PRLR,,,,,,,,,,,,,
Pancreas-Alpha,chrX,56820581,56821141,27285017,27285030,chrX:56820581-56821141,13CpGs,560bp,0.311,0.886,0.575,intron,LOC550643,,,,,,,,,,,,,
Pancreas-Alpha,chr3,12940758,12940863,4567959,4567972,chr3:12940758-12940863,13CpGs,105bp,0.379,0.948,0.569,exon,IQSEC1,,,,,,,,,,,,,
Pancreas-Beta,chr8,144546287,144546547,13358177,13358190,chr8:144546287-144546547,13CpGs,260bp,0.0301,0.954,0.924,intron,ZC3H3,,,,,,,,,,,,,
Pancreas-Beta,chr17,33443734,33444046,22636561,22636575,chr17:33443734-33444046,14CpGs,312bp,0.253,0.957,0.704,exon;intron,RAD51D,,,,,,,,,,,,,
Pancreas-Beta,chr8,131215176,131216515,13205506,13205521,chr8:131215176-131216515,15CpGs,1339bp,0.31,0.953,0.643,intron,ASAP1,,,,,,,,,,,,,
Pancreas-Beta,chr5,43316070,43316451,7935474,7935480,chr5:43316070-43316451,6CpGs,381bp,0.0644,0.9,0.836,Intergenic,HMGCS1,,,,,,,,,,,,,
Pancreas-Beta,chr8,144520662,144521300,13357695,13357714,chr8:144520662-144521300,19CpGs,638bp,0.231,0.94,0.708,intron,ZC3H3,,,,,,,,,,,,,
Pancreas-Beta,chr8,144521750,144522324,13357739,13357757,chr8:144521750-144522324,18CpGs,574bp,0.028,0.93,0.902,intron,ZC3H3,,,,,,,,,,,,,
Pancreas-Beta,chr10,133058775,133058902,15923515,15923521,chr10:133058775-133058902,6CpGs,127bp,0.0892,0.897,0.808,intron,TCERG1L,,,,,,,,,,,,,
Pancreas-Beta,chr16,84091831,84092108,22036536,22036548,chr16:84091831-84092108,12CpGs,277bp,0.171,0.946,0.775,intron,MBTPS1,,,,,,,,,,,,,
Pancreas-Beta,chr17,43091249,43091498,22787404,22787409,chr17:43091249-43091498,5CpGs,249bp,0.0686,0.92,0.851,Intergenic,C1QL1,,,,,,,,,,,,,
Pancreas-Beta,chr10,135206541,135207007,15977348,15977366,chr10:135206541-135207007,18CpGs,466bp,0.243,0.955,0.713,Intergenic;promoter-TSS,MTG1,,,,,,,,,,,,,
Pancreas-Beta,chr6,81314161,81314268,9786978,9786983,chr6:81314161-81314268,5CpGs,107bp,0.0807,0.918,0.837,Intergenic,BCKDHB,,,,,,,,,,,,,
Pancreas-Beta,chr19,45569052,45569287,24805707,24805716,chr19:45569052-45569287,9CpGs,235bp,0.013,0.901,0.888,intron,CLASRP,,,,,,,,,,,,,
Pancreas-Beta,chr19,33953583,33954173,24613036,24613049,chr19:33953583-33954173,13CpGs,590bp,0.0521,0.91,0.858,intron,PEPD,,,,,,,,,,,,,
Pancreas-Beta,chr16,30958131,30958558,21575553,21575582,chr16:30958131-30958558,29CpGs,427bp,0.0426,0.907,0.864,exon,FBXL19,,,,,,,,,,,,,
Pancreas-Beta,chr2,3424402,3424584,2336352,2336360,chr2:3424402-3424584,8CpGs,182bp,0.0216,0.905,0.884,intron,TRAPPC12,,,,,,,,,,,,,
Pancreas-Beta,chr2,131593002,131593100,3506043,3506048,chr2:131593002-131593100,5CpGs,98bp,0.0628,0.877,0.814,Intergenic,AMER3,,,,,,,,,,,,,
Pancreas-Beta,chr1,236431089,236431915,2152813,2152833,chr1:236431089-236431915,20CpGs,826bp,0.264,0.947,0.684,intron,ERO1LB,,,,,,,,,,,,,
Pancreas-Beta,chr6,20438110,20438209,9279373,9279378,chr6:20438110-20438209,5CpGs,99bp,0.171,0.936,0.765,intron,E2F3,,,,,,,,,,,,,
Pancreas-Beta,chr16,89202972,89203116,22156311,22156319,chr16:89202972-89203116,8CpGs,144bp,0.0905,0.896,0.806,exon;promoter-TSS,ACSF3,,,,,,,,,,,,,
Pancreas-Beta,chr14,100969566,100969696,20091396,20091401,chr14:100969566-100969696,5CpGs,130bp,0.186,0.885,0.7,intron,WDR25,,,,,,,,,,,,,
Pancreas-Beta,chr20,57453493,57453964,25679957,25679965,chr20:57453493-57453964,8CpGs,471bp,0.227,0.884,0.657,intron,GNAS,,,,,,,,,,,,,
Pancreas-Beta,chr16,21544216,21544467,21441839,21441844,chr16:21544216-21544467,5CpGs,251bp,0.336,0.886,0.55,Intergenic,SLC7A5P2,,,,,,,,,,,,,
Pancreas-Beta,chr10,70010968,70011291,15269123,15269130,chr10:70010968-70011291,7CpGs,323bp,0.0623,0.858,0.796,Intergenic,ATOH7,,,,,,,,,,,,,
Pancreas-Beta,chr5,176230768,176230809,8965301,8965308,chr5:176230768-176230809,7CpGs,41bp,0.211,0.858,0.647,Intergenic,UNC5A,,,,,,,,,,,,,
Pancreas-Beta,chr4,9688243,9688824,6258501,6258507,chr4:9688243-9688824,6CpGs,581bp,0.155,0.912,0.757,Intergenic,DRD5,,,,,,,,,,,,,
Pancreas-Delta,chr9,130226701,130226898,14386030,14386036,chr9:130226701-130226898,6CpGs,197bp,0.0581,0.946,0.888,intron,LRSAM1,,,,,,,,,,,,,
Pancreas-Delta,chr5,170039130,170039387,8885385,8885390,chr5:170039130-170039387,5CpGs,257bp,0.0815,0.886,0.805,intron,KCNIP1,,,,,,,,,,,,,
Pancreas-Delta,chr7,101575497,101575709,11539838,11539846,chr7:101575497-101575709,8CpGs,212bp,0.0048,0.925,0.92,intron,CUX1,,,,,,,,,,,,,
Pancreas-Delta,chr1,184078999,184079425,1685321,1685326,chr1:184078999-184079425,5CpGs,426bp,0.133,0.917,0.784,Intergenic,TSEN15,,,,,,,,,,,,,
Pancreas-Delta,chr1,168260481,168260699,1560716,1560728,chr1:168260481-168260699,12CpGs,218bp,0.0761,0.954,0.878,exon,TBX19,,,,,,,,,,,,,
Pancreas-Delta,chr3,187385076,187385216,5952283,5952289,chr3:187385076-187385216,6CpGs,140bp,0.103,0.853,0.75,Intergenic,SST,,,,,,,,,,,,,
Pancreas-Delta,chr2,39474855,39475301,2695447,2695452,chr2:39474855-39475301,5CpGs,446bp,0.243,0.91,0.667,Intergenic,CDKL4,,,,,,,,,,,,,
Pancreas-Delta,chr2,151905312,151906063,3649906,3649912,chr2:151905312-151906063,6CpGs,751bp,0.247,0.932,0.685,Intergenic,RBM43,,,,,,,,,,,,,
Pancreas-Delta,chr7,158408589,158409213,12085073,12085080,chr7:158408589-158409213,7CpGs,624bp,0.133,0.879,0.746,Intergenic,MIR5707,,,,,,,,,,,,,
Pancreas-Delta,chr1,44786010,44786814,699703,699717,chr1:44786010-44786814,14CpGs,804bp,0.143,0.925,0.782,intron,ERI3,,,,,,,,,,,,,
Pancreas-Delta,chr1,38707894,38708273,624527,624535,chr1:38707894-38708273,8CpGs,379bp,0.103,0.875,0.771,Intergenic,LOC339442,,,,,,,,,,,,,
Pancreas-Delta,chr4,139018364,139018892,7126587,7126593,chr4:139018364-139018892,6CpGs,528bp,0.0342,0.846,0.812,intron,LINC00616,,,,,,,,,,,,,
Pancreas-Delta,chr17,43068926,43069628,22787115,22787123,chr17:43068926-43069628,8CpGs,702bp,0.159,0.856,0.696,Intergenic,C1QL1,,,,,,,,,,,,,
Pancreas-Delta,chr10,131667822,131667900,15901639,15901647,chr10:131667822-131667900,8CpGs,78bp,0.162,0.877,0.715,intron,EBF3,,,,,,,,,,,,,
Pancreas-Delta,chr1,41841569,41841909,664054,664060,chr1:41841569-41841909,6CpGs,340bp,0.0922,0.874,0.782,Intergenic,EDN2,,,,,,,,,,,,,
Pancreas-Delta,chr9,103069959,103070470,14133978,14133983,chr9:103069959-103070470,5CpGs,511bp,0.235,0.941,0.705,intron,TEX10,,,,,,,,,,,,,
Pancreas-Delta,chr19,2449374,2449506,24107483,24107489,chr19:2449374-2449506,6CpGs,132bp,0.113,0.934,0.822,intron,LMNB2,,,,,,,,,,,,,
Pancreas-Delta,chr10,21239090,21239358,14879597,14879604,chr10:21239090-21239358,7CpGs,268bp,0.283,0.879,0.597,intron,NEBL,,,,,,,,,,,,,
Pancreas-Delta,chr4,41786674,41787157,6501472,6501482,chr4:41786674-41787157,10CpGs,483bp,0.326,0.872,0.546,Intergenic,PHOX2B,,,,,,,,,,,,,
Pancreas-Delta,chr1,208209934,208210755,1874073,1874079,chr1:208209934-208210755,6CpGs,821bp,0.346,0.872,0.526,intron,PLXNA2,,,,,,,,,,,,,
Pancreas-Delta,chr7,2625094,2625368,10607427,10607443,chr7:2625094-2625368,16CpGs,274bp,0.251,0.912,0.662,intron,IQCE,,,,,,,,,,,,,
