source,pmid,type,details,chr,start,end
ancestry,34493871,gwas,cg06346388,4,13539513,13539513
ancestry,34493871,gwas,cg24650262,7,98904301,98904301
ancestry,34493871,gwas,cg18731055,13,49108131,49108131
ancestry,34493871,gwas,cg00049883,16,5554273,5554273
ancestry,34493871,gwas,cg15723222,17,59222476,59222476
ancestry,34493871,gwas,cg14105019,9,95844054,95844054
ancestry,34493871,gwas,cg05715492,7,98991138,98991138
ancestry,34493871,gwas,cg17116120,20,30225681,30225681
ancestry,34493871,gwas,cg10021364,19,54369015,54369015
ancestry,34493871,gwas,cg24396875,2,190706964,190706964
ancestry,34493871,gwas,cg09153895,17,58179869,58179869
ancestry,34493871,gwas,cg25064551,4,41979629,41979629
ancestry,34493871,gwas,cg15368222,12,38449116,38449116
ancestry,34493871,gwas,cg21476599,12,5937105,5937105
ancestry,34493871,gwas,cg09118625,1,68512971,68512971
ancestry,34493871,gwas,cg25683268,17,53809564,53809564
ancestry,34493871,gwas,cg05573434,4,7648540,7648540
ancestry,34493871,gwas,cg01249544,10,69372655,69372655
ancestry,34493871,gwas,cg19841859,14,23399596,23399596
ancestry,34493871,gwas,cg16075649,15,57595298,57595298
ancestry,34493871,gwas,cg09003973,2,102972529,102972529
ancestry,34493871,gwas,cg03806693,22,41940476,41940476
ancestry,34493871,gwas,cg17739555,1,48059354,48059354
ancestry,34493871,gwas,cg27499820,13,21296301,21296301
ancestry,34493871,gwas,cg14242895,11,118393450,118393450
ancestry,34493871,gwas,cg02329670,17,6921400,6921400
ancestry,34493871,gwas,cg14162120,14,74724910,74724910
ancestry,34493871,gwas,cg14783891,1,27730060,27730060
ancestry,34493871,gwas,cg18281939,5,77783895,77783895
ancestry,34493871,gwas,cg27230118,6,732106,732106
ancestry,34493871,gwas,cg03395511,6,291903,291903
ancestry,34493871,gwas,cg16044810,7,151137746,151137746
ancestry,34493871,gwas,cg15823438,14,104834351,104834351
ancestry,34493871,gwas,cg05392764,1,161697052,161697052
ancestry,34493871,gwas,cg07571928,16,22020630,22020630
ancestry,34493871,gwas,cg12394014,15,79171566,79171566
ancestry,34493871,gwas,cg02807984,11,722258,722258
ancestry,34493871,gwas,cg12002139,6,158478872,158478872
ancestry,34493871,gwas,cg20772904,16,46654722,46654722
ancestry,34493871,gwas,cg06863171,15,57179893,57179893
ancestry,34493871,gwas,cg03029752,11,119038708,119038708
ancestry,34493871,gwas,cg07062130,14,47121033,47121033
ancestry,34493871,gwas,cg11446398,5,77624930,77624930
ancestry,34493871,gwas,cg01189475,2,152685088,152685088
ancestry,34493871,gwas,cg02879798,14,24800305,24800305
ancestry,34493871,gwas,cg00310412,15,74724918,74724918
ancestry,34493871,gwas,cg01139861,7,50343298,50343298
ancestry,34493871,gwas,cg16857181,7,32931955,32931955
ancestry,34493871,gwas,cg26786045,11,61672207,61672207
ancestry,34493871,gwas,cg17664577,20,44642114,44642114
ancestry,34493871,gwas,cg04269193,14,46241576,46241576
ancestry,34493871,gwas,cg05233774,12,66192970,66192970
ancestry,34493871,gwas,cg03806693,22,41940476,41940476
ancestry,34493871,gwas,cg00587342,22,41983798,41983798
ancestry,34493871,gwas,cg06623474,4,83815450,83815450
ancestry,34493871,gwas,cg06109867,3,66002991,66002991
ancestry,34493871,gwas,cg08640804,1,48058390,48058390
ancestry,34493871,gwas,cg27599211,12,117483006,117483006
ancestry,34493871,gwas,cg17519899,22,36682868,36682868
ancestry,34493871,gwas,cg06759890,5,77806538,77806538
ancestry,34493871,gwas,cg01261798,10,134000034,134000034
ancestry,34493871,gwas,cg16907154,2,175869415,175869415
ancestry,34493871,gwas,cg08761264,16,28874980,28874980
ancestry,34493871,gwas,cg00868131,1,54952901,54952901
ancestry,34493871,gwas,cg22380033,2,165477918,165477918
ancestry,34493871,gwas,cg04194073,22,50064930,50064930
ancestry,34493871,gwas,cg02738086,22,41941494,41941494
ancestry,34493871,gwas,cg13695892,22,41940480,41940480
ancestry,34493871,gwas,cg06634786,22,41940651,41940651
ancestry,34493871,gwas,cg07936856,19,40723857,40723857
ancestry,34493871,gwas,cg24818238,20,62178498,62178498
ancestry,34493871,gwas,cg02850715,11,130029212,130029212
ancestry,34493871,gwas,cg26084700,2,231693479,231693479
ancestry,34493871,gwas,cg08645402,16,4508243,4508243
ancestry,34493871,gwas,cg26580045,2,222543388,222543388
ancestry,34493871,gwas,cg19445684,5,142077529,142077529
ancestry,34493871,gwas,cg13713821,9,95899302,95899302
ancestry,34493871,gwas,cg02564061,12,49998963,49998963
ancestry,34493871,gwas,cg14105019,9,95844054,95844054
ancestry,34493871,gwas,cg00813027,7,142027996,142027996
ancestry,34493871,gwas,cg24636477,10,48439229,48439229
ancestry,34493871,gwas,cg09153895,17,58179869,58179869
ancestry,34493871,gwas,cg10521711,6,235035,235035
ancestry,34493871,gwas,cg05039488,6,79577232,79577232
ancestry,34493871,gwas,cg05233774,12,66192970,66192970
ancestry,34493871,gwas,cg26137350,2,190035925,190035925
ancestry,34493871,gwas,cg09235217,2,232263030,232263030
ancestry,34493871,gwas,cg27599211,12,117483006,117483006
ancestry,34493871,gwas,cg09339159,2,232260559,232260559
ancestry,34493871,gwas,cg00228799,9,131580591,131580591
ancestry,34493871,gwas,cg08916646,8,122526031,122526031
ancestry,34493871,gwas,cg23039807,2,240425897,240425897
ancestry,34493871,gwas,cg20246990,13,25088352,25088352
ancestry,34493871,gwas,cg14983728,22,35695234,35695234
ancestry,34493871,gwas,cg12262698,22,45704988,45704988
ancestry,34493871,gwas,cg07164047,2,236486625,236486625
ancestry,34493871,gwas,cg13568106,17,26835115,26835115
ancestry,34493871,gwas,cg09608841,11,8351033,8351033
ancestry,34493871,gwas,cg07815856,10,21456020,21456020
ancestry,34493871,gwas,cg13373703,1,237346809,237346809
ancestry,34493871,gwas,cg02960500,11,131469924,131469924
ancestry,34493871,gwas,cg25103417,3,157812018,157812018
ancestry,34493871,gwas,cg06894687,1,180123317,180123317
ancestry,34493871,gwas,cg06971577,2,237051008,237051008
ancestry,34493871,gwas,cg23490796,2,220282914,220282914
ancestry,34493871,gwas,cg27629986,2,219585157,219585157
ancestry,34493871,gwas,cg09334514,1,236686671,236686671
ancestry,34493871,gwas,cg00741945,16,89114669,89114669
ancestry,34493871,gwas,cg18255839,2,239335447,239335447
ancestry,34493871,gwas,cg24501872,1,7562444,7562444
ancestry,34493871,gwas,cg23285465,21,46360444,46360444
ancestry,34493871,gwas,cg11708690,2,239330202,239330202
ancestry,34493871,gwas,cg10285525,20,62167942,62167942
ancestry,34493871,gwas,cg11363097,8,39792086,39792086
ancestry,34493871,gwas,cg23734234,7,138602549,138602549
ancestry,34493871,gwas,cg17147638,2,236509769,236509769
ancestry,34493871,gwas,cg12193345,13,24528090,24528090
ancestry,34493871,gwas,cg16621856,12,114032679,114032679
ancestry,34493871,gwas,cg16299576,8,10872819,10872819
ancestry,34493871,gwas,cg05886620,7,1266180,1266180
ancestry,34493871,gwas,cg00369056,16,16963007,16963007
ancestry,34493871,gwas,cg17099072,6,29601489,29601489
ancestry,34493871,gwas,cg13516209,6,29855302,29855302
ancestry,34493871,gwas,cg12401918,6,32164723,32164723
ancestry,34493871,gwas,cg20877030,6,32190528,32190528
ancestry,34493871,gwas,cg11834473,6,29591753,29591753
ancestry,34493871,gwas,cg01864468,6,28863428,28863428
ancestry,34493871,gwas,cg02282626,6,30227363,30227363
ancestry,34493871,gwas,cg21649013,12,132381683,132381683
ancestry,34493871,gwas,cg05115679,6,29593490,29593490
ancestry,34493871,gwas,cg10023855,6,32710516,32710516
ancestry,34493871,gwas,cg20546518,14,105195480,105195480
ancestry,34493871,gwas,cg02848996,10,1209463,1209463
ancestry,34493871,gwas,cg16957523,4,11431359,11431359
ancestry,34493871,gwas,cg07435449,11,120005650,120005650
ancestry,34493871,gwas,cg11986643,6,32634316,32634316
ancestry,34493871,gwas,cg05591701,6,30569211,30569211
ancestry,34493871,gwas,cg02918593,14,105184145,105184145
ancestry,34493871,gwas,cg16098955,2,55172992,55172992
ancestry,34493871,gwas,cg23721712,6,30227967,30227967
ancestry,34493871,gwas,cg00944502,5,64858997,64858997
ancestry,34493871,gwas,cg24636477,10,48439229,48439229
ancestry,34493871,gwas,cg27451610,12,132657410,132657410
ancestry,34493871,gwas,cg10262387,6,29855435,29855435
ancestry,34493871,gwas,cg01500633,6,86387148,86387148
ancestry,34493871,gwas,cg01765653,6,29599160,29599160
ancestry,34493871,gwas,cg02012483,6,30131570,30131570
ancestry,34493871,gwas,cg05738749,6,29911004,29911004
ancestry,34493871,gwas,cg16686733,20,25566563,25566563
ancestry,34493871,gwas,cg00588090,12,132412438,132412438
ancestry,34493871,gwas,cg10166159,5,64920260,64920260
ancestry,34493871,gwas,cg03508107,17,47654357,47654357
ancestry,34493871,gwas,cg02386599,6,39769542,39769542
ancestry,34493871,gwas,cg11161011,14,65562177,65562177
ancestry,34493871,gwas,cg02247838,6,31110639,31110639
ancestry,34493871,gwas,cg20139800,6,29599178,29599178
ancestry,34493871,gwas,cg10376100,1,236017278,236017278
ancestry,34493871,gwas,cg16888590,6,164029388,164029388
ancestry,34493871,gwas,cg14614403,9,20621888,20621888
ancestry,34493871,gwas,cg14223654,2,45397802,45397802
ancestry,34493871,gwas,cg10429091,6,28861423,28861423
ancestry,34493871,gwas,cg07458747,14,105538414,105538414
ancestry,34493871,gwas,cg07436579,6,29581117,29581117
ancestry,34493871,gwas,cg06059345,1,161654727,161654727
ancestry,34493871,gwas,cg13382100,12,132414849,132414849
ancestry,34493871,gwas,cg24501872,1,7562444,7562444
ancestry,34493871,gwas,cg10667207,6,32035188,32035188
ancestry,34493871,gwas,cg03759229,6,28601417,28601417
ancestry,34493871,gwas,cg07660811,9,2933723,2933723
ancestry,34493871,gwas,cg06604589,17,800512,800512
ancestry,34493871,gwas,cg13143330,14,106146477,106146477
ancestry,34493871,gwas,cg08190450,17,800717,800717
ancestry,34493871,gwas,cg08027810,6,29593479,29593479
ancestry,34493871,gwas,cg25623833,12,89888553,89888553
ancestry,34493871,gwas,cg14174378,14,106156905,106156905
ancestry,34493871,gwas,cg23356831,14,105996513,105996513
ancestry,34493871,gwas,cg04429589,14,105992532,105992532
ancestry,34493871,gwas,cg19947463,7,1113237,1113237
ancestry,34493871,gwas,cg13643180,6,29761288,29761288
ancestry,34493871,gwas,cg05381852,6,32368318,32368318
ancestry,34493871,gwas,cg16313910,5,157079312,157079312
ancestry,34493871,gwas,cg14772439,6,29911104,29911104
ancestry,34493871,gwas,cg11986643,6,32634316,32634316
ancestry,34493871,gwas,cg10270204,14,106374384,106374384
ancestry,34493871,gwas,cg00126638,6,29795583,29795583
ancestry,34493871,gwas,cg09537956,6,13855228,13855228
ancestry,34493871,gwas,cg04227238,6,29894005,29894005
ancestry,34493871,gwas,cg22160300,3,176827739,176827739
ancestry,34493871,gwas,cg24065755,6,30009751,30009751
ancestry,34493871,gwas,cg01426208,6,29720641,29720641
ancestry,34493871,gwas,cg04284678,14,105995251,105995251
ancestry,34493871,gwas,cg16213375,11,61584727,61584727
ancestry,34493871,gwas,cg25676471,22,39633497,39633497
ancestry,34493871,gwas,cg16538674,6,32335060,32335060
ancestry,34493871,gwas,cg16891968,6,29698284,29698284
ancestry,34493871,gwas,cg03711944,11,47377212,47377212
ancestry,34493871,gwas,cg14855292,20,825415,825415
ancestry,34493871,gwas,cg25298725,6,30228047,30228047
ancestry,34493871,gwas,cg12377972,5,132009630,132009630
ancestry,34493871,gwas,cg13429614,6,31276667,31276667
ancestry,34493871,gwas,cg08222513,6,30079280,30079280
ancestry,34493871,gwas,cg14725641,11,61582763,61582763
ancestry,34493871,gwas,cg06634552,6,13873667,13873667
ancestry,34493871,gwas,cg03699601,14,105995755,105995755
ancestry,34493871,gwas,cg07752820,8,1300084,1300084
ancestry,34493871,gwas,cg12127162,17,48140412,48140412
ancestry,34493871,gwas,cg00050618,16,27414418,27414418
ancestry,34493871,gwas,cg10283825,6,30071268,30071268
ancestry,34493871,gwas,cg24244854,17,73339287,73339287
ancestry,34493871,gwas,cg05814654,16,27413177,27413177
ancestry,34493871,gwas,cg00988056,14,106374554,106374554
ancestry,34493871,gwas,cg03224013,14,106382726,106382726
ancestry,34493871,gwas,cg14933257,2,216176561,216176561
ancestry,34493871,gwas,cg00811535,6,31587543,31587543
ancestry,34493871,gwas,cg16891968,6,29698284,29698284
ancestry,34493871,gwas,cg15224307,7,1071539,1071539
ancestry,34493871,gwas,cg04246123,6,29893273,29893273
ancestry,34493871,gwas,cg03027379,6,31462183,31462183
ancestry,34493871,gwas,cg02761568,6,13924934,13924934
ancestry,34493871,gwas,cg12738763,10,134898887,134898887
ancestry,34493871,gwas,cg11823178,8,41519399,41519399
ancestry,34493871,gwas,cg05370853,6,32606634,32606634
ancestry,34493871,gwas,cg03641032,17,78911768,78911768
ancestry,34493871,gwas,cg04750100,2,136595281,136595281
ancestry,34493871,gwas,cg14204166,11,19886789,19886789
ancestry,34493871,gwas,cg07909178,17,74073876,74073876
ancestry,34493871,gwas,cg18616062,5,9546347,9546347
ancestry,34493871,gwas,cg12285565,8,26047780,26047780
ancestry,34493871,gwas,cg06484432,5,128801407,128801407
ancestry,34493871,gwas,cg13348475,5,166098241,166098241
ancestry,34493871,gwas,cg16837557,11,126322576,126322576
ancestry,34493871,gwas,cg11404906,6,32551749,32551749
ancestry,34493871,gwas,cg24255201,7,154684926,154684926
ancestry,34493871,gwas,cg06301399,6,29634495,29634495
ancestry,34493871,gwas,cg11846064,19,5997274,5997274
ancestry,34493871,gwas,cg14393817,9,138590270,138590270
ancestry,34493871,gwas,cg15123519,2,136567270,136567270
ancestry,34493871,gwas,cg21493951,6,32632338,32632338
ancestry,34493871,gwas,cg13973942,17,977984,977984
ancestry,34493871,gwas,cg02881170,6,30003910,30003910
ancestry,34493871,gwas,cg14271504,6,12011181,12011181
ancestry,34493871,gwas,cg16372632,16,55794595,55794595
ancestry,34493871,gwas,cg10785373,7,4456119,4456119
ancestry,34493871,gwas,cg08248579,6,17988937,17988937
ancestry,34493871,gwas,cg01691194,6,17886124,17886124
ancestry,34493871,gwas,cg07536102,17,74073527,74073527
ancestry,34493871,gwas,cg21881798,11,8931708,8931708
ancestry,34493871,gwas,cg01005582,3,41281527,41281527
ancestry,34493871,gwas,cg03052541,17,78925543,78925543
ancestry,34493871,gwas,cg20242066,2,136595261,136595261
ancestry,34493871,gwas,cg10179806,2,127529341,127529341
ancestry,34493871,gwas,cg12781405,6,35733824,35733824
ancestry,34493871,gwas,cg03571320,9,139582389,139582389
ancestry,34493871,gwas,cg18280909,6,29723301,29723301
ancestry,34493871,gwas,cg18902440,6,32632036,32632036
ancestry,34493871,gwas,cg05523662,6,29910101,29910101
ancestry,34493871,gwas,cg26166145,6,32340208,32340208
ancestry,34493871,gwas,cg14119936,11,4791012,4791012
ancestry,34493871,gwas,cg14376467,4,86851411,86851411
ancestry,34493871,gwas,cg05766948,2,136783356,136783356
ancestry,34493871,gwas,cg09085198,18,21242345,21242345
ancestry,34493871,gwas,cg26681139,2,135464256,135464256
ancestry,34493871,gwas,cg16993582,14,92795230,92795230
ancestry,34493871,gwas,cg17373751,17,17494245,17494245
ancestry,34493871,gwas,cg24529288,6,31370925,31370925
ancestry,34493871,gwas,cg05389236,6,36635087,36635087
ancestry,34493871,gwas,cg19059495,6,30095495,30095495
ancestry,34493871,gwas,cg09772299,2,136783103,136783103
ancestry,34493871,gwas,cg24921799,3,197237680,197237680
ancestry,34493871,gwas,cg04745064,6,29416095,29416095
ancestry,34493871,gwas,cg25623833,12,89888553,89888553
ancestry,34493871,gwas,cg09595044,6,29426132,29426132
ancestry,34493871,gwas,cg19712078,1,150036519,150036519
ancestry,34493871,gwas,cg04721828,11,48285200,48285200
ancestry,34493871,gwas,cg03886558,12,57869490,57869490
ancestry,34493871,gwas,cg07784872,16,85687041,85687041
ancestry,34493871,gwas,cg08578393,6,29408118,29408118
ancestry,34493871,gwas,cg02282626,6,30227363,30227363
ancestry,34493871,gwas,cg16666297,6,29416071,29416071
ancestry,34493871,gwas,cg09556826,6,28956259,28956259
ancestry,34493871,gwas,cg20979921,22,37584018,37584018
ancestry,34493871,gwas,cg13179056,11,50220389,50220389
ancestry,34493871,gwas,cg14944696,3,115155686,115155686
ancestry,34493871,gwas,cg20307385,11,47447363,47447363
ancestry,34493871,gwas,cg00009053,11,61283865,61283865
ancestry,34493871,gwas,cg05402062,11,48326388,48326388
ancestry,34493871,gwas,cg21741220,11,19367175,19367175
ancestry,34493871,gwas,cg06935464,4,38784597,38784597
ancestry,34493871,gwas,cg16616514,4,6324629,6324629
ancestry,34493871,gwas,cg03222066,11,119019384,119019384
ancestry,34493871,gwas,cg23721712,6,30227967,30227967
