ID,Zscore,P.value,Direction,geneSymbol,CHR,MAPINFO,
cg09582467,-6.08,1.17E-09,--,FAM102B,chr1,109113260,
cg08300296,6.08,1.18E-09,++,CORO7-PAM16;CORO7;CORO7;CORO7,chr16,4444972,
cg19818473,6.08,1.18E-09,++,STAR,chr8,38006227,
cg05644602,-6.08,1.18E-09,--,C2orf65,chr2,74795186,
cg25308111,6.08,1.19E-09,++,FARP2;FARP2;FARP2,chr2,242383075,
cg12340144,-6.08,1.19E-09,--,XYLB,chr3,38388808,
cg25715124,-6.08,1.19E-09,--,,chr1,200276578,
cg05307301,6.08,1.20E-09,++,KCNQ4;KCNQ4,chr1,41268493,
cg09944697,6.08,1.20E-09,++,BRF1;BRF1,chr14,105685660,
cg00407100,-6.08,1.21E-09,--,C5orf64;C5orf64;C5orf64;C5orf64,chr5,60954824,
cg09506894,-6.08,1.21E-09,--,,chr9,93736555,
cg11801086,-6.08,1.21E-09,--,KIF6;KIF6;KIF6,chr6,39656197,
cg24238409,6.08,1.21E-09,++,CPEB3,chr10,93998677,
cg13868190,-6.08,1.21E-09,--,MFAP4;MFAP4,chr17,19288929,
cg17358924,6.08,1.22E-09,++,,chr12,6383966,
cg00288463,-6.08,1.22E-09,--,SGPP2,chr2,223382426,
cg00808158,6.08,1.22E-09,++,SPTB,chr14,65230622,
cg16663980,-6.08,1.24E-09,--,MNDA,chr1,158809049,
cg09376577,6.08,1.24E-09,++,,chr16,66961056,
cg22543892,-6.07,1.25E-09,--,,chr7,85157964,
cg13579752,-6.07,1.25E-09,--,GALNT10,chr5,153577937,
cg09655447,-6.07,1.25E-09,--,KIAA0319;KIAA0319;KIAA0319;KIAA0319;KIAA0319;KIAA0319,chr6,24584275,
cg04665046,-6.07,1.25E-09,--,,chr9,123691674,
cg04379002,6.07,1.26E-09,++,CBFA2T3;CBFA2T3,chr16,89004334,
cg16450677,-6.07,1.26E-09,--,,chr2,70312492,
cg12729581,6.07,1.27E-09,++,,chr2,121076550,
cg04803419,-6.07,1.28E-09,--,TSHZ2;TSHZ2,chr20,51954403,
cg10973762,-6.07,1.30E-09,--,DUT;DUT;DUT,chr15,48625931,
cg08115149,-6.07,1.30E-09,--,BCLAF1;BCLAF1;BCLAF1;BCLAF1,chr6,136607722,
cg15951740,-6.07,1.30E-09,--,SLC38A1;SLC38A1;SLC38A1;SLC38A1;SLC38A1;SLC38A1;SLC38A1,chr12,46660255,
cg09640691,-6.07,1.31E-09,--,PSAT1;PSAT1,chr9,80938901,
cg22040039,-6.07,1.31E-09,--,,chr12,112195089,
cg09363752,-6.07,1.32E-09,--,KLF12,chr13,74341628,
cg16503259,-6.06,1.33E-09,--,,chr6,131831544,
cg21631900,6.06,1.33E-09,++,CELF6;CELF6;CELF6,chr15,72599502,
cg24632944,6.06,1.34E-09,++,FBLN2;FBLN2;FBLN2,chr3,13664715,
cg06062640,-6.06,1.35E-09,--,,chr20,52272952,
cg04436971,6.06,1.35E-09,++,INO80E,chr16,30016811,
cg05637398,6.06,1.38E-09,++,SPSB1,chr1,9392947,
cg14334350,6.06,1.38E-09,++,NOTCH1,chr9,139400168,
cg21533897,6.06,1.39E-09,++,NRXN2;NRXN2;NRXN2,chr11,64377229,
cg25440434,6.06,1.39E-09,++,PRDM16;PRDM16,chr1,3267497,
cg01236347,-6.06,1.40E-09,--,,chr12,101854174,
cg14142087,6.06,1.40E-09,++,,chr9,110479859,
cg10937494,6.05,1.42E-09,++,SLC16A3;SLC16A3;SLC16A3,chr17,80195101,
cg02221604,-6.05,1.42E-09,--,CMTM7;CMTM7,chr3,32464672,
cg22023051,-6.05,1.43E-09,--,ITGA4,chr2,182336033,
cg00025328,-6.05,1.44E-09,--,RBM4;RBM4;RBM4;RBM14-RBM4;RBM14-RBM4,chr11,66405055,
cg26517584,6.05,1.45E-09,++,SBNO2,chr19,1157683,
cg21026639,-6.05,1.46E-09,--,CBX5,chr12,54656343,
cg12829455,6.05,1.47E-09,++,DOCK3,chr3,51391213,
cg27589594,-6.05,1.48E-09,--,SLC5A10;SLC5A10,chr17,18871182,
cg11903570,-6.05,1.48E-09,--,DENND1B;DENND1B;DENND1B;DENND1B,chr1,197665895,
cg27199725,6.04,1.50E-09,++,ITPR1;ITPR1;ITPR1,chr3,4697732,
cg18167944,-6.04,1.50E-09,--,RAD21,chr8,117877461,
cg00852773,6.04,1.50E-09,++,CES2;CES2;CES2,chr16,66976337,
cg16921772,-6.04,1.50E-09,--,LOC100506457;LOC100506457;LOC100506457,chr2,12200524,
cg24709587,-6.04,1.52E-09,--,,chr6,159526055,
cg20583432,-6.04,1.52E-09,--,HIVEP1,chr6,12045381,
cg12181407,6.04,1.52E-09,++,,chr5,54052513,
cg19004565,6.04,1.52E-09,++,ATF6B;ATF6B,chr6,32086893,
cg20732160,-6.04,1.53E-09,--,PFKFB4,chr3,48590040,
cg06391839,6.04,1.54E-09,++,ST3GAL1;ST3GAL1,chr8,134510900,
cg08839301,-6.04,1.56E-09,--,,chr4,145426237,
cg04608253,6.04,1.56E-09,++,VPS13D;VPS13D,chr1,12538512,
cg13808438,-6.04,1.57E-09,--,MAN2A1,chr5,109033094,
cg06181637,-6.04,1.57E-09,--,PTK2B;PTK2B;PTK2B;PTK2B,chr8,27211264,
cg23756272,6.04,1.58E-09,++,BCL2,chr18,60904418,
cg14579056,-6.04,1.58E-09,--,MBNL2;MBNL2;MBNL2,chr13,97931273,
cg20552236,6.04,1.59E-09,++,CSK;CSK,chr15,75090958,
cg25912032,6.04,1.59E-09,++,,chr2,235459573,
cg04908932,6.04,1.59E-09,++,SNAP25-AS1,chr20,10092123,
cg23051123,-6.03,1.60E-09,--,,chr1,226132841,
cg20354324,-6.03,1.60E-09,--,,chr12,88786958,
cg26352088,-6.03,1.60E-09,--,INPP5F;INPP5F,chr10,121578129,
cg12319836,6.03,1.61E-09,++,POLR2E,chr19,1090235,
cg15156528,6.03,1.61E-09,++,TUBA1A;TUBA1A;TUBA1A,chr12,49583981,
cg18394235,-6.03,1.62E-09,--,LTBP1;LTBP1;LTBP1;LTBP1;LTBP1,chr2,33359059,
cg01729557,-6.03,1.63E-09,--,INPP5F;INPP5F,chr10,121578625,
cg13253701,6.03,1.63E-09,++,ZBTB17;ZBTB17;ZBTB17;ZBTB17;ZBTB17,chr1,16268951,
cg10842530,-6.03,1.64E-09,--,ACTN1;ACTN1;ACTN1,chr14,69438358,
cg17679107,-6.03,1.65E-09,--,NSMCE2,chr8,126302234,
cg25985943,6.03,1.65E-09,++,SLC14A2,chr18,42872382,
cg02968445,-6.03,1.65E-09,--,ARHGAP25;ARHGAP25,chr2,68972158,
cg24124688,-6.03,1.65E-09,--,BCL2,chr18,60881069,
cg23878325,6.03,1.65E-09,++,MOB3A,chr19,2089202,
cg10264003,6.03,1.67E-09,++,,chr11,110198965,
cg13483877,-6.03,1.67E-09,--,WDR70,chr5,37572304,
cg25083230,-6.03,1.67E-09,--,,chr22,35860673,
cg14527029,-6.03,1.69E-09,--,HGD;HGD,chr3,120401095,
cg12283960,-6.03,1.69E-09,--,EYS;EYS,chr6,64515937,
cg24053394,-6.03,1.69E-09,--,LCP1,chr13,46747837,
cg25356736,-6.03,1.69E-09,--,KCNQ1;KCNQ1,chr11,2775022,
cg00721951,6.03,1.69E-09,++,SEMA3F,chr3,50195482,
cg05307752,-6.03,1.69E-09,--,ARHGAP15,chr2,144462886,
cg03626443,6.02,1.70E-09,++,PVRL1;PVRL1;PVRL1,chr11,119580483,
cg15932350,-6.02,1.72E-09,--,TPST1,chr7,65818685,
cg02327694,-6.02,1.72E-09,--,LINC01340,chr5,96884138,
cg05868158,-6.02,1.72E-09,--,MATR3;MATR3;MATR3;MATR3;MATR3;MATR3,chr5,138634374,
cg20601482,-6.02,1.74E-09,--,CERS6;CERS6,chr2,169337576,
cg03967798,-6.02,1.74E-09,--,,chr4,145268453,
cg24135793,-6.02,1.75E-09,--,NFIX,chr19,13122567,
cg21583518,6.02,1.75E-09,++,UBE2J2;UBE2J2;UBE2J2;UBE2J2,chr1,1195531,
cg06296597,6.02,1.76E-09,++,LARP4B,chr10,858900,
cg26651978,6.02,1.77E-09,++,,chr17,76965407,
cg02425445,-6.02,1.77E-09,--,PRKCB;PRKCB,chr16,23962472,
cg07393369,6.02,1.77E-09,++,PDGFA;PDGFA,chr7,550640,
cg19266329,-6.02,1.78E-09,--,,chr1,145456128,
cg07248377,6.02,1.79E-09,++,MGRN1;MGRN1;MGRN1;MGRN1,chr16,4732406,
cg27035709,6.02,1.79E-09,++,SLC35B1;SLC35B1,chr17,47781481,
cg06496300,6.02,1.79E-09,++,ZC3H18;ZC3H18,chr16,88686428,
cg15700850,6.01,1.81E-09,++,ITGB4;ITGB4;ITGB4,chr17,73720840,
cg05612654,6.01,1.82E-09,++,,chr6,2375895,
cg19613587,6.01,1.82E-09,++,PSKH1,chr16,67956123,
cg02783270,-6.01,1.82E-09,--,BRIP1,chr17,59890749,
cg11024682,6.01,1.83E-09,++,SREBF1;SREBF1,chr17,17730094,
cg06222917,6.01,1.84E-09,++,EWSAT1;MIR548H4,chr15,69385834,
cg02724461,6.01,1.84E-09,++,GALNS,chr16,88905520,
cg03482883,6.01,1.87E-09,++,MAPK8IP3;MAPK8IP3,chr16,1793303,
cg09246964,6.01,1.89E-09,++,SEC16A;SEC16A,chr9,139367238,
cg10275952,6.01,1.91E-09,++,NEK6;NEK6;NEK6;NEK6;NEK6;NEK6;NEK6,chr9,127092262,
cg04046980,6.01,1.91E-09,++,MBTPS1,chr16,84096529,
cg15775568,6.01,1.91E-09,++,,chr2,54643284,
cg17002645,-6.01,1.92E-09,--,POLS,chr5,6717799,
cg13033323,-6.00,1.93E-09,--,TRIO,chr5,14268960,
cg03513893,6.00,1.93E-09,++,EIF4G1;EIF4G1;EIF4G1;EIF4G1;FAM131A;EIF4G1,chr3,184052502,
cg06527213,6.00,1.94E-09,++,KLHL25;MIR1276,chr15,86315211,
cg04326084,-6.00,1.94E-09,--,,chr7,84002153,
cg23126152,6.00,1.94E-09,++,SSH1;SSH1;SSH1,chr12,109221407,
cg19043207,6.00,1.94E-09,++,PTGIR,chr19,47123947,
cg19413066,6.00,1.96E-09,++,,chr17,76965347,
cg21438984,6.00,1.96E-09,++,HSPBP1;HSPBP1;HSPBP1,chr19,55787902,
cg13254847,-6.00,1.96E-09,--,,chr2,43440068,
cg23551026,-6.00,1.97E-09,--,CHRNB4;CHRNB4;CHRNB4;CHRNB4,chr15,78923667,
cg21122199,6.00,1.98E-09,++,C17orf64,chr17,58499720,
cg17840275,6.00,1.98E-09,++,,chr19,38791235,
cg17788468,6.00,1.99E-09,++,PDCD4-AS1,chr10,112628934,
cg03171142,6.00,2.00E-09,++,,chr19,791247,
cg07705294,-6.00,2.00E-09,--,,chr1,147169152,
cg02154558,6.00,2.02E-09,++,FOXK1,chr7,4774032,
cg19572574,-6.00,2.03E-09,--,,chr10,63592731,
cg05142833,-5.99,2.05E-09,--,,chr2,200604518,
cg17815177,5.99,2.05E-09,++,PTGER1,chr19,14586680,
cg22862005,5.99,2.05E-09,++,SLC26A9;SLC26A9;SLC26A9,chr1,205884321,
cg10180142,-5.99,2.05E-09,--,RGS8;RGS8,chr1,182618267,
cg12155188,5.99,2.07E-09,++,PREX1,chr20,47255254,
cg10036013,5.99,2.08E-09,++,FOXK1,chr7,4778839,
cg14926258,-5.99,2.08E-09,--,RSPO2,chr8,109019743,
cg05783449,-5.99,2.09E-09,--,SERTAD2,chr2,64868710,
cg12044213,-5.99,2.09E-09,--,CCHCR1;TCF19;CCHCR1;TCF19;CCHCR1,chr6,31124978,
cg24580398,5.99,2.09E-09,++,SEPT5;SEPT5-GP1BB;SEPT5-GP1BB;GP1BB;SEPT5,chr22,19710566,
cg02531939,-5.99,2.10E-09,--,,chr2,181971111,
cg06838038,5.99,2.10E-09,++,ARAP1;ARAP1;ARAP1,chr11,72397418,
cg18937561,5.99,2.13E-09,++,HSPA14;HSPA14;HSPA14;CDNF,chr10,14879252,
cg01833991,-5.99,2.14E-09,--,LOC339593,chr20,11250877,
cg00717494,-5.98,2.19E-09,--,,chr2,129202877,
cg18553399,5.98,2.28E-09,++,UNKL;UNKL,chr16,1458719,
cg06225967,5.98,2.30E-09,++,CEP95,chr17,62511734,
cg03788408,5.98,2.31E-09,++,CORO7,chr16,4441939,
cg05368971,5.97,2.32E-09,++,MORN1,chr1,2321364,
cg21263146,-5.97,2.33E-09,--,LDLRAD3;LDLRAD3;LDLRAD3,chr11,36038392,
cg09708200,-5.97,2.34E-09,--,,chr11,15638685,
cg05341116,5.97,2.34E-09,++,,chr2,220152744,
cg11520308,5.97,2.36E-09,++,APBB2;APBB2;APBB2,chr4,40861148,
cg24396175,5.97,2.36E-09,++,,chr19,15674109,
cg07765820,-5.97,2.38E-09,--,MUC22,chr6,30973372,
cg06417460,5.97,2.38E-09,++,CD5,chr11,60869760,
cg22970207,-5.97,2.40E-09,--,,chr1,185497629,
cg26869364,5.97,2.44E-09,++,MAFG;MAFG,chr17,79879227,
cg01775267,-5.97,2.45E-09,--,POLE,chr12,133233987,
cg26988432,-5.97,2.45E-09,--,CBX1;CBX1,chr17,46177996,
cg07587674,5.97,2.45E-09,++,GAS8;GAS8;GAS8;GAS8,chr16,90100568,
cg02390637,5.96,2.46E-09,++,ITPRIP,chr10,106074440,
cg25991857,5.96,2.47E-09,++,C1orf137,chr1,117239908,
cg18096787,5.96,2.48E-09,++,,chr21,45687601,
cg12187747,5.96,2.48E-09,++,PIK3C2B,chr1,204415673,
cg21572463,-5.96,2.49E-09,--,,chr2,129202959,
cg02014217,5.96,2.49E-09,++,FGFRL1;FGFRL1;FGFRL1,chr4,1015600,
cg19832381,-5.96,2.49E-09,--,HIST1H2BL;HIST1H3H,chr6,27776524,
cg21363233,5.96,2.49E-09,++,,chr12,76178654,
cg26655180,-5.96,2.53E-09,--,KALRN;KALRN,chr3,123965948,
cg06180389,-5.96,2.53E-09,--,CD53;CD53,chr1,111436823,
cg03401523,-5.96,2.58E-09,--,DCAF5;DCAF5;DCAF5;DCAF5,chr14,69560718,
cg00421164,-5.96,2.60E-09,--,RREB1;RREB1;RREB1;RREB1,chr6,7111068,
cg07298431,-5.95,2.62E-09,--,PRDM10;PRDM10;PRDM10;PRDM10,chr11,129817649,
cg24408769,5.95,2.62E-09,++,JARID2,chr6,15506085,
cg00777315,-5.95,2.64E-09,--,DCT;DCT,chr13,95133339,
cg07163687,-5.95,2.64E-09,--,RALGPS1;RALGPS1;RALGPS1;RALGPS1,chr9,129767752,
cg11839020,5.95,2.67E-09,++,LRRC8D;LRRC8D,chr1,90309998,
cg18263559,5.95,2.67E-09,++,TOP3B,chr22,22315643,
cg05103220,5.95,2.67E-09,++,,chr8,124294898,
cg09662329,5.95,2.70E-09,++,SLC25A34,chr1,16062445,
cg00506033,5.95,2.71E-09,++,MAML1,chr5,179192579,
cg04539059,-5.95,2.71E-09,--,ZFAND3,chr6,37995454,
cg12521627,-5.95,2.73E-09,--,HENMT1;HENMT1,chr1,109204377,
cg06178887,5.94,2.81E-09,++,POU2F2,chr19,42599631,
cg13776815,5.94,2.84E-09,++,FUT11;FUT11;SEC24C;SEC24C,chr10,75530718,
cg20704823,-5.94,2.84E-09,--,BICC1,chr10,60578917,
cg03607573,-5.94,2.85E-09,--,TAF1D,chr11,93471889,
cg03355523,-5.94,2.86E-09,--,,chr8,16423295,
cg06504623,-5.94,2.86E-09,--,,chr4,38316117,
cg22108567,5.94,2.88E-09,++,MIR589;FBXL18,chr7,5535582,
cg23751749,5.94,2.89E-09,++,SYNPO;SYNPO,chr5,149995818,
cg14231155,-5.94,2.89E-09,--,,chr1,221939069,
cg03883939,5.94,2.90E-09,++,AMIGO3;AMIGO3;RNF123,chr3,49754876,
cg09850137,-5.93,2.95E-09,--,,chr3,112390601,
cg12152352,5.93,2.95E-09,++,TPCN2,chr11,68856906,
cg20479210,-5.93,2.96E-09,--,ME1,chr6,83964209,
cg02749012,-5.93,2.96E-09,--,EPHB1,chr3,134948139,
cg25602176,-5.93,2.99E-09,--,NRIP1,chr21,16421119,
cg12186491,-5.93,3.00E-09,--,,chr2,177943398,
cg02707927,-5.93,3.06E-09,--,,chr1,108588197,
cg18290789,5.93,3.07E-09,++,PGLYRP2,chr19,15590840,
cg16207121,5.93,3.07E-09,++,DDR2;DDR2,chr1,162633889,
cg05660634,-5.93,3.09E-09,--,,chr15,38965109,
cg00819441,-5.93,3.09E-09,--,PGS1;PGS1;PGS1;PGS1,chr17,76381937,
cg14520148,-5.93,3.10E-09,--,TNFAIP8;TNFAIP8;TNFAIP8,chr5,118664824,
cg25671554,-5.93,3.12E-09,--,,chr17,66857961,
cg02991129,5.93,3.12E-09,++,CKAP5;CKAP5,chr11,46830480,
cg05121469,5.93,3.12E-09,++,,chr9,128909101,
cg08170427,5.93,3.13E-09,++,TOP1MT,chr8,144410815,
cg23530232,-5.93,3.13E-09,--,H6PD;H6PD,chr1,9302240,
cg17543511,5.92,3.13E-09,++,EPC1;EPC1;EPC1;EPC1;EPC1;EPC1,chr10,32634432,
cg17978015,-5.92,3.14E-09,--,,chr4,14171264,
cg20702870,5.92,3.14E-09,++,TADA2B,chr4,7054100,
cg20292636,5.92,3.17E-09,++,PLEKHA6,chr1,204328377,
cg05906777,5.92,3.17E-09,++,MIF4GD,chr17,73268160,
cg09535526,5.92,3.23E-09,++,ZFPM1,chr16,88558065,
cg08885947,5.92,3.24E-09,++,UBE2Q1;UBE2Q1-AS1,chr1,154525331,
cg09932507,5.92,3.24E-09,++,LOC100288866,chr17,47643410,
cg08286700,-5.92,3.26E-09,--,GALNT14;GALNT14;GALNT14;GALNT14;GALNT14;GALNT14;GALNT14;GALNT14,chr2,31178783,
cg05716142,5.92,3.26E-09,++,FOXP1;FOXP1;FOXP1;FOXP1;FOXP1;FOXP1;FOXP1,chr3,71276553,
cg13228355,-5.92,3.29E-09,--,DOK5;DOK5,chr20,53223230,
cg15064465,5.92,3.31E-09,++,,chr15,86374900,
cg19501902,-5.91,3.33E-09,--,CD96;CD96,chr3,111268051,
cg13269964,5.91,3.35E-09,++,CD300LG;CD300LG;CD300LG;CD300LG;CD300LG;CD300LG;CD300LG;CD300LG,chr17,41924577,
cg02637584,-5.91,3.36E-09,--,,chr12,90251882,
cg05262369,-5.91,3.39E-09,--,NUCKS1,chr1,205716365,
cg27283417,-5.91,3.39E-09,--,RNF175,chr4,154652606,
cg19036773,5.91,3.41E-09,++,MLL3,chr7,151843255,
cg09154528,5.91,3.42E-09,++,,chr22,50154745,
cg17990657,-5.91,3.43E-09,--,PANK2;PANK2;PANK2,chr20,3877897,
cg15568049,-5.91,3.44E-09,--,PRPSAP1,chr17,74333588,
cg22430463,5.91,3.44E-09,++,NUP85,chr17,73230810,
cg05351072,-5.91,3.45E-09,--,TRIM35;TRIM35,chr8,27154302,
cg05908015,-5.91,3.45E-09,--,ARHGAP26;ARHGAP26,chr5,142445010,
cg03331229,-5.91,3.45E-09,--,MMP13,chr11,102821111,
cg01561864,5.91,3.45E-09,++,TTYH3,chr7,2679067,
cg15274273,5.91,3.47E-09,++,NADK;NADK;NADK;NADK,chr1,1690610,
cg17398329,5.91,3.50E-09,++,NFRKB;NFRKB,chr11,129751683,
cg10512158,5.91,3.51E-09,++,DOCK3,chr3,51348790,
cg17901584,5.91,3.51E-09,++,DHCR24,chr1,55353706,
cg05242244,-5.91,3.51E-09,--,CSAD,chr12,53553086,
cg24429337,-5.91,3.53E-09,--,IL1F7;IL1F7;IL1F7;IL1F7;IL1F7,chr2,113676413,
cg20344372,-5.91,3.53E-09,--,RALA,chr7,39662520,
cg03832575,5.90,3.54E-09,++,RGS12;RGS12;RGS12,chr4,3371552,
cg10632566,-5.90,3.55E-09,--,SNX5;SNX5;SNX5,chr20,17938801,
cg14676592,-5.90,3.61E-09,--,,chr16,49910862,
cg27342294,5.90,3.67E-09,++,CNBD2;CNBD2;CNBD2,chr20,34570157,
cg08203845,-5.90,3.67E-09,--,C1orf21,chr1,184377346,
cg25735583,5.90,3.71E-09,++,LOC101929710,chr5,95681194,
cg06381803,5.90,3.74E-09,++,EML2,chr19,46119475,
cg18303615,-5.90,3.75E-09,--,,chr10,74085233,
cg01458821,-5.90,3.75E-09,--,,chr5,121427834,
cg07944051,-5.89,3.78E-09,--,,chr15,69068216,
cg00734838,-5.89,3.82E-09,--,FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B,chr10,14614164,
cg09820525,-5.89,3.84E-09,--,STK4,chr20,43665967,
cg22597842,-5.89,3.85E-09,--,,chr4,38238874,
cg21130958,-5.89,3.88E-09,--,CRISPLD1,chr8,75898238,
cg17230535,-5.89,3.91E-09,--,,chr7,32626962,
cg09815212,5.89,3.92E-09,++,SYVN1;SYVN1,chr11,64899926,
cg00304631,-5.89,3.94E-09,--,SMYD3;SMYD3,chr1,246132849,
cg12269535,5.89,3.94E-09,++,SRF,chr6,43142014,
cg15069289,-5.89,3.96E-09,--,LINC00426,chr13,30939636,
cg22451356,5.89,3.99E-09,++,KCNAB2;KCNAB2,chr1,6159517,
cg21842049,-5.88,3.99E-09,--,LINC00536,chr8,117005189,
cg01451541,-5.88,4.06E-09,--,ERC2,chr3,56233099,
cg07573238,-5.88,4.07E-09,--,ABHD2;ABHD2,chr15,89673175,
cg02870266,-5.88,4.07E-09,--,,chr3,14324705,
cg15059254,5.88,4.08E-09,++,XYLT1,chr16,17555963,
cg23057699,-5.88,4.10E-09,--,,chr2,65100535,
cg20814312,-5.88,4.11E-09,--,GPR39,chr2,133339746,
cg26839028,-5.88,4.13E-09,--,,chr6,88457622,
cg24519001,5.88,4.16E-09,++,CTF1;CTF1,chr16,30907330,
cg10440877,-5.88,4.17E-09,--,,chr2,208378475,
cg10843276,5.88,4.18E-09,++,PCGF3,chr4,726697,
cg03527802,5.88,4.19E-09,++,MAZ;MAZ,chr16,29819931,
cg21065106,5.88,4.20E-09,++,GIT1;GIT1,chr17,27913901,
cg27534772,5.88,4.21E-09,++,PLEKHM2,chr1,16042836,
cg17887974,5.88,4.24E-09,++,SCAP,chr3,47464389,
cg01974660,5.87,4.25E-09,++,HDAC4,chr2,240056337,
cg12676803,-5.87,4.25E-09,--,PHF17;PHF17,chr4,129740752,
cg00420390,5.87,4.27E-09,++,MAD1L1;MAD1L1;MAD1L1;MAD1L1;MAD1L1,chr7,2256023,
cg17041511,-5.87,4.27E-09,--,,chr17,61509620,
cg04289936,-5.87,4.27E-09,--,LURAP1L-AS1,chr9,12718900,
cg01435643,5.87,4.30E-09,++,MCF2L;MCF2L,chr13,113689776,
cg00166216,-5.87,4.30E-09,--,FAM43A,chr3,194407860,
cg26999833,5.87,4.31E-09,++,PLAUR;PLAUR;PLAUR;PLAUR,chr19,44168213,
cg00468395,-5.87,4.33E-09,--,XPO6,chr16,28193063,
cg11237406,-5.87,4.37E-09,--,ZMYND15;ZMYND15,chr17,4649333,
cg03603381,-5.87,4.39E-09,--,RASGRP1;RASGRP1,chr15,38857474,
cg21650822,5.87,4.40E-09,++,CD320;CD320,chr19,8367077,
cg05848656,5.87,4.41E-09,++,CREB3L1,chr11,46297889,
cg02505331,-5.87,4.43E-09,--,,chr4,96560436,
cg27598052,5.87,4.44E-09,++,NFAM1,chr22,42795913,
cg14959425,-5.87,4.46E-09,--,ITGB8,chr7,20447707,
cg08575697,5.87,4.47E-09,++,SELO,chr22,50645496,
cg09717794,-5.87,4.48E-09,--,,chr2,176329300,
cg20088478,-5.87,4.48E-09,--,STX6;STX6,chr1,180984104,
cg00459801,-5.87,4.48E-09,--,ETV6;RNU6-19P,chr12,11976225,
cg22338587,-5.86,4.51E-09,--,LOC101927070,chr2,99386449,
cg04740898,-5.86,4.53E-09,--,BZRAP1;BZRAP1,chr17,56402669,
cg06703222,5.86,4.54E-09,++,NFAT5;NFAT5;NFAT5;NFAT5;NFAT5,chr16,69598327,
cg08307171,5.86,4.56E-09,++,CSNK1G2,chr19,1957775,
cg02812809,5.86,4.62E-09,++,RINL,chr19,39361447,
cg27438128,-5.86,4.62E-09,--,ZNF487,chr10,43951555,
cg08898775,5.86,4.65E-09,++,ADAM10,chr15,59042684,
cg25243766,-5.86,4.66E-09,--,,chr11,123322182,
cg03313271,5.86,4.68E-09,++,CUL4A;CUL4A,chr13,113913094,
cg06241427,-5.86,4.69E-09,--,ITPKB-IT1;ITPKB,chr1,226848959,
cg26974062,-5.86,4.71E-09,--,TXNIP;NBPF20;NBPF10;NBPF10,chr1,145440734,
cg08421050,-5.86,4.72E-09,--,CPA3,chr3,148585493,
cg14975905,-5.86,4.76E-09,--,,chr3,172343046,
cg21331367,5.86,4.78E-09,++,,chr2,25393977,
cg14795390,-5.85,4.80E-09,--,,chr1,165907852,
cg19013223,-5.85,4.80E-09,--,PLAT;PLAT,chr8,42060905,
cg26405097,-5.85,4.83E-09,--,JARID2,chr6,15428301,
cg21983245,-5.85,4.86E-09,--,,chr17,41192833,
cg17116583,5.85,4.87E-09,++,,chr11,118784333,
cg05990080,-5.85,4.96E-09,--,CTDSPL;CTDSPL,chr3,37965818,
cg14616353,-5.85,4.96E-09,--,,chr3,151917645,
cg19093370,5.85,5.06E-09,++,PLD6,chr17,17110180,
cg02560388,5.84,5.10E-09,++,,chr2,11969958,
cg16268636,-5.84,5.11E-09,--,ANKS1A,chr6,35016581,
cg22864504,5.84,5.12E-09,++,,chr17,80453919,
cg02512902,-5.84,5.13E-09,--,KSR1,chr17,25799447,
cg07753669,-5.84,5.13E-09,--,LOC101927284,chr13,95512473,
cg02990598,5.84,5.14E-09,++,C19orf34;CSNK1G2,chr19,1955419,
cg07945582,-5.84,5.16E-09,--,NFE2L3,chr7,26206579,
cg11476241,5.84,5.17E-09,++,RPTOR;RPTOR,chr17,78866235,
cg15194019,-5.84,5.19E-09,--,STK40;STK40;STK40,chr1,36852679,
cg17081219,-5.84,5.20E-09,--,SNTG1;SNTG1;SNTG1,chr8,50952575,
cg18638434,5.84,5.22E-09,++,C14orf45;ENTPD5,chr14,74486651,
cg14335349,-5.84,5.23E-09,--,PSMB7,chr9,127148781,
cg04141008,5.84,5.24E-09,++,CREBBP;CREBBP,chr16,3843232,
cg25983849,5.84,5.29E-09,++,TMEM63A,chr1,226053937,
cg11165823,-5.84,5.30E-09,--,,chr4,119796958,
cg24598860,-5.84,5.36E-09,--,MECOM;MECOM;MECOM;MECOM;MECOM;MECOM;MECOM,chr3,168835268,
cg09006572,-5.84,5.36E-09,--,,chr10,3293547,
cg21841085,5.84,5.39E-09,++,BAHCC1;BAHCC1,chr17,79426353,
cg10501870,-5.83,5.47E-09,--,MUC22,chr6,30973556,
cg06230847,5.83,5.49E-09,++,TRIM39;TRIM39,chr6,30297594,
cg17296312,5.83,5.50E-09,++,TMPRSS6;TMPRSS6;TMPRSS6,chr22,37475870,
cg02854030,5.83,5.52E-09,++,FLJ45079,chr17,75878943,
cg16499829,-5.83,5.53E-09,--,USP44,chr12,95946131,
cg00809353,5.83,5.64E-09,++,,chr11,64661022,
cg22365240,-5.83,5.66E-09,--,,chr2,105374995,
cg27551322,-5.83,5.72E-09,--,,chr14,89285558,
cg02138684,5.82,5.74E-09,++,,chr11,72864108,
cg04465049,5.82,5.77E-09,++,NPEPPS,chr17,45695995,
cg27098121,-5.82,5.78E-09,--,LINC00282;LINC00282,chr13,52393574,
cg21050890,-5.82,5.83E-09,--,,chr5,147617523,
cg10805676,5.82,5.83E-09,++,TMEM8A;MRPL28,chr16,421990,
cg09736073,5.82,5.85E-09,++,,chr5,73508461,
