chr,pos,id,obs.ct,hudson.fst,coords,z.glm,p.glm,beta.godmc,cpg.godmc,pct.godmc,end,start,cpg,ancestry
2,238426679,.,660,0.172439,2_238426679,7.36764,1.73669e-13,-0.3055364,cg18255839,0.737993140625062,238426679,238426679,cg18255839,ASW
1,7501170,.,660,0.224778,1_7501170,-4.56962,4.88604e-06,0.3017719,cg24501872,0.733555416425486,7501170,7501170,cg24501872,ASW
21,44982633,.,660,0.156279,21_44982633,-6.64871,2.95669e-11,-0.2906782,cg23285465,0.720234368539804,44982633,44982633,cg23285465,ASW
2,238415901,.,660,0.132813,2_238415901,-5.50629,3.66471e-08,-0.2785077,cg11708690,0.704306600671762,238415901,238415901,cg11708690,ASW
20,63523241,.,660,0.197641,20_63523241,-8.26194,1.43325e-16,0.277819,cg10285525,0.70334187801968,63523241,63523241,cg10285525,ASW
8,39940755,.,660,0.12909,8_39940755,7.1731,7.33157e-13,0.2764721,cg11363097,0.70146362208073,39940755,39940755,cg11363097,ASW
7,138917777,.,660,0.120826,7_138917777,-6.49299,8.4148e-11,0.2749631,cg23734234,0.699482987411354,138917777,138917777,cg23734234,ASW
2,235570282,.,660,0.147909,2_235570282,6.81191,9.63119e-12,0.2742789,cg17147638,0.698557641194051,235570282,235570282,cg17147638,ASW
13,23940233,.,660,0.123313,13_23940233,6.423,1.33612e-10,-0.2741437,cg12193345,0.698400135454936,23940233,23940233,cg12193345,ASW
12,113602864,.,660,0.13034,12_113602864,-4.52183,6.13069e-06,-0.2716728,cg16621856,0.694879882185707,113602864,113602864,cg16621856,ASW
8,11011522,.,660,0.151712,8_11011522,-7.17909,7.01761e-13,-0.2697241,cg16299576,0.691985714229462,11011522,11011522,cg16299576,ASW
7,1227964,.,489,0.0715352,7_1227964,-3.74245,0.000182232,-1.1363647,cg05886620,0.994896814052662,1227964,1227964,cg05886620,BEB
16,16877071,.,489,0.0699364,16_16877071,4.95533,7.22071e-07,-1.0246318,cg00369056,0.99175457455731,16877071,16877071,cg00369056,BEB
6,29596187,.,489,0.119306,6_29596187,6.27187,3.56748e-10,0.9800968,cg17099072,0.990029886713997,29596187,29596187,cg17099072,BEB
6,29612209,.,489,0.0768827,6_29612209,5.45327,4.94513e-08,-0.9072935,cg13516209,0.986363940636087,29612209,29612209,cg13516209,BEB
6,32218571,.,489,0.0683745,6_32218571,-3.5287,0.000417612,0.8331284,cg12401918,0.981012683149642,32218571,32218571,cg12401918,BEB
6,32174106,.,489,0.0845408,6_32174106,-4.47808,7.53177e-06,-0.7893547,cg20877030,0.977102603176103,32174106,32174106,cg20877030,BEB
6,29608421,.,489,0.101211,6_29608421,5.799,6.6712e-09,0.6667938,cg11834473,0.959847849456015,29608421,29608421,cg11834473,BEB
6,28709981,.,489,0.0749045,6_28709981,4.85449,1.20699e-06,0.6505924,cg01864468,0.956642607665017,28709981,28709981,cg01864468,BEB
6,30259034,.,489,0.0920214,6_30259034,5.06594,4.06385e-07,0.6374276,cg02282626,0.95367756212617,30259034,30259034,cg02282626,BEB
12,131897151,.,489,0.0590625,12_131897151,4.77581,1.78984e-06,0.6097239,cg21649013,0.947117448092015,131897151,131897151,cg21649013,BEB
6,29616444,.,489,0.0805574,6_29616444,5.15573,2.52642e-07,0.5475781,cg05115679,0.928586897885092,29616444,29616444,cg05115679,BEB
6,32310858,.,489,0.0640601,6_32310858,-3.20958,0.00132928,-0.5346749,cg10023855,0.923818411633374,32310858,32310858,cg10023855,BEB
14,104752732,.,489,0.0599912,14_104752732,4.68079,2.85768e-06,0.5341953,cg20546518,0.923625467102958,104752732,104752732,cg20546518,BEB
10,1066359,.,489,0.0627655,10_1066359,-3.60808,0.000308473,0.5308771,cg02848996,0.922365421190035,1066359,1066359,cg02848996,BEB
4,11440483,.,489,0.0617737,4_11440483,-3.75051,0.000176478,0.5156887,cg16957523,0.915872247095004,11440483,11440483,cg16957523,BEB
11,120124739,.,489,0.0755897,11_120124739,5.01761,5.23192e-07,-0.5060086,cg07435449,0.911446335825862,120124739,120124739,cg07435449,BEB
6,32407968,.,489,0.094864,6_32407968,-4.68822,2.75594e-06,-0.4773101,cg11986643,0.897129064140275,32407968,32407968,cg11986643,BEB
6,29601755,.,489,0.119306,6_29601755,6.27187,3.56748e-10,0.4669056,cg05591701,0.890931213306085,29601755,29601755,cg05591701,BEB
14,104695125,.,489,0.071622,14_104695125,-4.30613,1.66138e-05,0.4645814,cg02918593,0.889549100445348,104695125,104695125,cg02918593,BEB
2,54964946,.,489,0.0648507,2_54964946,4.74895,2.04472e-06,-0.4560881,cg16098955,0.88457585673278,54964946,54964946,cg16098955,BEB
6,30262053,.,489,0.0920214,6_30262053,5.06594,4.06385e-07,0.4386701,cg23721712,0.873101563638225,30262053,30262053,cg23721712,BEB
5,65466962,.,489,0.0705504,5_65466962,4.63897,3.50158e-06,-0.4335606,cg00944502,0.869431679916837,65466962,65466962,cg00944502,BEB
10,47307413,.,489,0.0873676,10_47307413,3.66768,0.00024476,-0.4288771,cg24636477,0.865773609125883,47307413,47307413,cg24636477,BEB
12,131912669,.,489,0.0626481,12_131912669,5.04732,4.48059e-07,-0.4210295,cg27451610,0.859591508865604,131912669,131912669,cg27451610,BEB
6,29615565,.,489,0.101211,6_29615565,5.799,6.6712e-09,-0.4201379,cg10262387,0.858835481317851,29615565,29615565,cg10262387,BEB
6,86065687,.,489,0.0712177,6_86065687,-3.48183,0.000497992,-0.4171503,cg01500633,0.856531959883288,86065687,86065687,cg01500633,BEB
6,29613566,.,489,0.0805574,6_29613566,5.15573,2.52642e-07,-0.4054143,cg01765653,0.845927885997346,29613566,29613566,cg01765653,BEB
6,29608813,.,489,0.141427,6_29608813,6.84269,7.77202e-12,0.403264,cg02012483,0.844006315980139,29608813,29608813,cg02012483,BEB
6,29602539,.,489,0.0768827,6_29602539,5.45327,4.94513e-08,-0.3995619,cg05738749,0.840619942589158,29602539,29602539,cg05738749,BEB
20,25998213,.,489,0.0735197,20_25998213,-4.12641,3.68467e-05,-0.3982299,cg16686733,0.839324457884934,25998213,25998213,cg16686733,BEB
12,131877386,.,489,0.0651293,12_131877386,4.95072,7.39412e-07,0.3950689,cg00588090,0.836501167511291,131877386,131877386,cg00588090,BEB
5,65472850,.,489,0.0740663,5_65472850,4.7068,2.51639e-06,0.3819848,cg10166159,0.82355025811253,65472850,65472850,cg10166159,BEB
17,49577141,.,489,0.0646016,17_49577141,-3.73411,0.000188383,-0.3802902,cg03508107,0.821801944408349,49577141,49577141,cg03508107,BEB
6,39754479,.,489,0.0610265,6_39754479,-4.04662,5.19623e-05,-0.3799771,cg02386599,0.821435743564906,39754479,39754479,cg02386599,BEB
14,65006478,.,489,0.0702063,14_65006478,-4.5748,4.76686e-06,-0.376529,cg11161011,0.817946991443501,65006478,65006478,cg11161011,BEB
6,31089837,.,489,0.0664554,6_31089837,4.57105,4.85294e-06,0.3690847,cg02247838,0.810040203339909,31089837,31089837,cg02247838,BEB
6,29616069,.,489,0.101211,6_29616069,5.799,6.6712e-09,-0.3674275,cg20139800,0.808181635618348,29616069,29616069,cg20139800,BEB
1,235946628,.,489,0.0638106,1_235946628,4.4416,8.92945e-06,-0.3609989,cg10376100,0.801192318445103,235946628,235946628,cg10376100,BEB
6,163587998,.,489,0.0636337,6_163587998,4.37993,1.18715e-05,0.3503103,cg16888590,0.788871432002804,163587998,163587998,cg16888590,BEB
9,20621645,.,489,0.060839,9_20621645,4.63203,3.621e-06,0.3500418,cg14614403,0.788536732307184,20621645,20621645,cg14614403,BEB
2,45188385,.,489,0.0607274,2_45188385,-3.4809,0.00049974,-0.3455922,cg14223654,0.783165786603349,45188385,45188385,cg14223654,BEB
6,29211776,.,489,0.067234,6_29211776,4.66918,3.02406e-06,-0.3395498,cg10429091,0.776011088404034,29211776,29211776,cg10429091,BEB
14,104964382,.,489,0.0624494,14_104964382,4.43657,9.14024e-06,-0.3281334,cg07458747,0.762768793387909,104964382,104964382,cg07458747,BEB
6,29624902,.,489,0.101211,6_29624902,5.799,6.6712e-09,-0.3238569,cg07436579,0.757842801397076,29624902,29624902,cg07436579,BEB
1,161685053,.,489,0.0651223,1_161685053,-3.84231,0.00012188,-0.3175033,cg06059345,0.751010989962947,161685053,161685053,cg06059345,BEB
12,131927588,.,489,0.0598821,12_131927588,4.64118,3.46433e-06,0.3119012,cg13382100,0.744978520154828,131927588,131927588,cg13382100,BEB
1,7501170,.,489,0.127861,1_7501170,4.25833,2.05961e-05,0.3017719,cg24501872,0.733555416425486,7501170,7501170,cg24501872,BEB
6,32182519,.,489,0.0793779,6_32182519,-4.32286,1.54021e-05,0.2985821,cg10667207,0.729885532704098,32182519,32182519,cg10667207,BEB
6,28634012,.,489,0.0636399,6_28634012,4.53737,5.69601e-06,0.2953087,cg03759229,0.726101457321851,28634012,28634012,cg03759229,BEB
7,28315870,.,489,0.0672872,7_28315870,-4.28073,1.86282e-05,0.2944938,cg07660811,0.725254863974106,28315870,28315870,cg07660811,BEB
17,896232,.,504,0.109412,17_896232,-4.79404,1.63453e-06,1.4339313,cg06604589,0.998657263574042,896232,896232,cg06604589,CDX
14,105606824,.,504,0.114032,14_105606824,-3.92791,8.56874e-05,1.0895158,cg13143330,0.993857276174501,105606824,105606824,cg13143330,CDX
17,896866,.,504,0.107145,17_896866,-4.76716,1.86838e-06,1.0266191,cg08190450,0.99184907800078,896866,896866,cg08190450,CDX
6,29406052,.,504,0.121442,6_29406052,-5.0605,4.18165e-07,0.9949131,cg08027810,0.990632346166113,29406052,29406052,cg08027810,CDX
12,89535280,.,504,0.119327,12_89535280,-5.44006,5.32628e-08,0.9848668,cg25623833,0.990222831244413,89535280,89535280,cg25623833,CDX
14,105606133,.,504,0.111588,14_105606133,-3.91961,8.86926e-05,-0.894671,cg14174378,0.98552128493182,105606133,105606133,cg14174378,CDX
14,105499682,.,504,0.122291,14_105499682,5.90558,3.51406e-09,0.8652072,cg23356831,0.983465835036364,105499682,105499682,cg23356831,CDX
14,105500941,.,504,0.14106,14_105500941,6.22861,4.70591e-10,-0.732637,cg04429589,0.970554302072382,105500941,105500941,cg04429589,CDX
7,1026423,.,504,0.114477,7_1026423,-4.84196,1.28567e-06,-0.6813074,cg19947463,0.962623888107923,1026423,1026423,cg19947463,CDX
6,29798965,.,504,0.114032,6_29798965,-3.76854,0.000164203,0.6676831,cg13643180,0.960032918699475,29798965,29798965,cg13643180,CDX
6,32658490,.,504,0.133042,6_32658490,6.61602,3.6899e-11,-0.6330973,cg05381852,0.952744340621911,32658490,32658490,cg05381852,CDX
5,157552083,.,504,0.10946,5_157552083,-4.40998,1.03382e-05,-0.6085077,cg16313910,0.946818187187696,157552083,157552083,cg16313910,CDX
6,29865764,.,504,0.122609,6_29865764,-5.19817,2.01258e-07,-0.5440753,cg14772439,0.927307163754779,29865764,29865764,cg14772439,CDX
6,31604857,.,504,0.106763,6_31604857,5.97464,2.30596e-09,0.5158306,cg11986643,0.915950999964561,31604857,31604857,cg11986643,CDX
14,105605979,.,504,0.111588,14_105605979,-3.91961,8.86926e-05,0.4965136,cg10270204,0.906878669391516,105605979,105605979,cg10270204,CDX
6,30073782,.,504,0.1682,6_30073782,6.75338,1.44444e-11,0.4877158,cg00126638,0.902527573348454,30073782,30073782,cg00126638,CDX
6,13839114,.,504,0.105753,6_13839114,-5.44404,5.20847e-08,-0.4785932,cg09537956,0.897802401174993,13839114,13839114,cg09537956,CDX
6,29921737,.,504,0.162262,6_29921737,-5.02053,5.15295e-07,0.4738242,cg04227238,0.89495942258396,29921737,29921737,cg04227238,CDX
3,177010804,.,504,0.111309,3_177010804,-5.55931,2.7085e-08,-0.4146742,cg22160300,0.854393819474797,177010804,177010804,cg22160300,CDX
6,29975938,.,504,0.117873,6_29975938,5.63152,1.78633e-08,0.4069063,cg24065755,0.847467504597199,29975938,29975938,cg24065755,CDX
6,29921845,.,504,0.11281,6_29921845,-3.10792,0.00188412,0.4037314,cg01426208,0.844360703893148,29921845,29921845,cg01426208,CDX
14,105502279,.,504,0.12682,14_105502279,5.94684,2.73364e-09,0.3788045,cg04284678,0.820258388165019,105502279,105502279,cg04284678,CDX
11,61776027,.,504,0.144274,11_61776027,5.81619,6.02049e-09,-0.3677463,cg16213375,0.808575399966136,61776027,61776027,cg16213375,CDX
22,39226053,.,504,0.145883,22_39226053,-4.32659,1.51433e-05,-0.3642633,cg25676471,0.804728322288243,39226053,39226053,cg25676471,CDX
6,32668700,.,504,0.227511,6_32668700,8.56212,1.10812e-17,-0.3629156,cg16538674,0.803291082418816,32668700,32668700,cg16538674,CDX
6,29948574,.,504,0.109969,6_29948574,5.7877,7.13564e-09,0.3595658,cg16891968,0.799711764497419,29948574,29948574,cg16891968,CDX
11,47356694,.,504,0.134188,11_47356694,6.17658,6.55033e-10,0.3593888,cg03711944,0.799546383471348,47356694,47356694,cg03711944,CDX
22,30904613,.,504,0.109644,22_30904613,5.28501,1.25698e-07,-0.3563353,cg14855292,0.795955252619517,30904613,30904613,cg14855292,CDX
6,30412589,.,504,0.110619,6_30412589,5.72678,1.02354e-08,0.3561651,cg25298725,0.795715056367366,30412589,30412589,cg25298725,CDX
5,132644789,.,504,0.122104,5_132644789,6.22811,4.72089e-10,-0.3537437,cg12377972,0.79295476828937,132644789,132644789,cg12377972,CDX
6,29947372,.,504,0.105872,6_29947372,-4.81586,1.46565e-06,0.3528811,cg13429614,0.791864041045996,29947372,29947372,cg13429614,CDX
6,29736896,.,504,0.152695,6_29736896,-5.57749,2.44018e-08,0.3526286,cg08222513,0.791608094219933,29736896,29736896,cg08222513,CDX
11,61814292,.,504,0.125081,11_61814292,5.54883,2.87591e-08,-0.3515634,cg14725641,0.790281108367886,61814292,61814292,cg14725641,CDX
6,13844132,.,504,0.105753,6_13844132,-5.41915,5.98839e-08,0.3452019,cg06634552,0.782732645820782,13844132,13844132,cg06634552,CDX
14,105505098,.,504,0.116093,14_105505098,5.66999,1.42802e-08,0.3441128,cg03699601,0.781437161116558,105505098,105505098,cg03699601,CDX
8,1355468,.,504,0.1358,8_1355468,-6.22396,4.8475e-10,0.3428307,cg07752820,0.779940856594962,1355468,1355468,cg07752820,CDX
17,50049901,.,504,0.105754,17_50049901,-4.82859,1.37501e-06,-0.3394725,cg12127162,0.775920522604042,50049901,50049901,cg12127162,CDX
16,27403057,.,504,0.123047,16_27403057,6.25057,4.08953e-10,-0.3317921,cg00050618,0.766974196622289,27403057,27403057,cg00050618,CDX
6,30103553,.,504,0.105054,6_30103553,-3.12898,0.00175414,0.3317803,cg10283825,0.766942695474466,30103553,30103553,cg10283825,CDX
17,75336713,.,504,0.117259,17_75336713,6.47772,9.31192e-11,-0.3302577,cg24244854,0.76518650648333,75336713,75336713,cg24244854,CDX
16,27386500,.,504,0.105397,16_27386500,5.40485,6.48635e-08,0.3228349,cg05814654,0.756665445997189,27386500,27386500,cg05814654,CDX
14,105605834,.,504,0.11281,14_105605834,-3.93678,8.2584e-05,0.3216015,cg00988056,0.755255769632106,105605834,105605834,cg00988056,CDX
14,105605707,.,504,0.114032,14_105605707,-3.95385,7.69047e-05,-0.3183522,cg03224013,0.751963899684595,105605707,105605707,cg03224013,CDX
22,30951940,.,504,0.109644,22_30951940,5.23492,1.65059e-07,-0.3119886,cg14933257,0.745084836528731,30951940,30951940,cg14933257,CDX
6,31635814,.,504,0.120144,6_31635814,-5.50723,3.64528e-08,-0.3059775,cg00811535,0.738438094338062,31635814,31635814,cg00811535,CDX
6,29720890,.,504,0.14566,6_29720890,-5.52723,3.25322e-08,-0.3055977,cg16891968,0.73805220527723,29720890,29720890,cg16891968,CDX
7,1074818,.,504,0.113855,7_1074818,-4.64639,3.37802e-06,0.3047851,cg15224307,0.737067794407759,1074818,1074818,cg15224307,CDX
6,30124930,.,504,0.105619,6_30124930,-3.85994,0.000113416,0.3046516,cg04246123,0.736906351025166,30124930,30124930,cg04246123,CDX
6,29750443,.,504,0.113241,6_29750443,5.645,1.65179e-08,0.3034768,cg03027379,0.735488799373127,29750443,29750443,cg03027379,CDX
6,13925661,.,504,0.132887,6_13925661,5.76467,8.18188e-09,-0.2891483,cg02761568,0.718300985592163,13925661,13925661,cg02761568,CDX
10,133071640,.,503,0.0455984,10_133071640,-3.48448,0.00049309,-0.8951598,cg12738763,0.98557641194051,133071640,133071640,cg12738763,CEU
8,41543727,.,503,0.042438,8_41543727,-3.19489,0.00139882,-0.6517495,cg11823178,0.956918242708469,41543727,41543727,cg11823178,CEU
6,32593506,.,503,0.0486238,6_32593506,4.24257,2.20975e-05,-0.6355051,cg05370853,0.953283797778382,32593506,32593506,cg05370853,CEU
17,80936829,.,503,0.0447332,17_80936829,-3.0378,0.00238309,-0.632001,cg03641032,0.952480518508893,80936829,80936829,cg03641032,CEU
2,135002674,.,503,0.0815057,2_135002674,-4.42783,9.5186e-06,0.5889721,cg04750100,0.941648061301234,135002674,135002674,cg04750100,CEU
11,19865210,.,503,0.0430644,11_19865210,4.6189,3.85778e-06,-0.5742876,cg14204166,0.937328466405995,19865210,19865210,cg14204166,CEU
17,76032078,.,503,0.0455603,17_76032078,-3.76505,0.000166516,0.567626,cg07909178,0.93523364007576,76032078,76032078,cg07909178,CEU
5,9541345,.,503,0.062022,5_9541345,-3.89681,9.74682e-05,0.5587905,cg18616062,0.932370973267338,9541345,9541345,cg18616062,CEU
8,26170235,.,503,0.0418114,8_26170235,-3.27296,0.00106427,-0.5533912,cg12285565,0.930559657267512,26170235,26170235,cg12285565,CEU
5,129471685,.,503,0.040786,5_129471685,-2.84924,0.00438244,-0.5247387,cg06484432,0.919809890572888,129471685,129471685,cg06484432,CEU
5,166528250,.,503,0.0409098,5_166528250,4.10648,4.01739e-05,-0.5054798,cg13348475,0.911174638425888,166528250,166528250,cg13348475,CEU
11,126447549,.,503,0.0472038,11_126447549,-3.5255,0.000422687,-0.4883877,cg16837557,0.902909524765809,126447549,126447549,cg16837557,CEU
6,32635181,.,503,0.0503735,6_32635181,-3.7532,0.00017459,0.4802406,cg11404906,0.898676558027083,32635181,32635181,cg11404906,CEU
7,154880213,.,503,0.0579154,7_154880213,-4.05212,5.07556e-05,-0.4591216,cg24255201,0.886347796297828,154880213,154880213,cg24255201,CEU
6,29703250,.,503,0.046245,6_29703250,-3.71028,0.000207029,-0.4579559,cg06301399,0.885576018176162,29703250,29703250,cg06301399,CEU
19,5991611,.,503,0.0660601,19_5991611,-4.45767,8.28554e-06,-0.4537706,cg11846064,0.883016549915538,5991611,5991611,cg11846064,CEU
9,135698501,.,503,0.0429579,9_135698501,4.24848,2.15223e-05,-0.4447339,cg14393817,0.877306966872606,135698501,135698501,cg14393817,CEU
2,135651503,.,503,0.122257,2_135651503,5.40108,6.62412e-08,-0.426273,cg15123519,0.863666969865215,135651503,135651503,cg15123519,CEU
6,32591354,.,503,0.0490838,6_32591354,3.79669,0.000146639,-0.4181726,cg21493951,0.857315550935387,32591354,32591354,cg21493951,CEU
17,1074525,.,503,0.0430126,17_1074525,3.69797,0.000217335,-0.418161,cg13973942,0.857299800361476,1074525,1074525,cg13973942,CEU
6,29681832,.,503,0.0530843,6_29681832,-3.80881,0.000139639,-0.4100682,cg02881170,0.850326233762143,29681832,29681832,cg02881170,CEU
20,62564039,.,503,0.0488369,20_62564039,-3.93623,8.27719e-05,-0.3947928,cg14271504,0.836268846546096,62564039,62564039,cg14271504,CEU
16,55697252,.,503,0.0553874,16_55697252,4.3075,1.65106e-05,-0.3894039,cg16372632,0.831090845372678,55697252,55697252,cg16372632,CEU
7,4395256,.,503,0.081929,7_4395256,4.61819,3.87099e-06,0.3876997,cg10785373,0.8294134092511,4395256,4395256,cg10785373,CEU
6,17777832,.,503,0.0435328,6_17777832,-3.50302,0.000460023,-0.3826509,cg08248579,0.824223595147248,17777832,17777832,cg08248579,CEU
6,17876229,.,503,0.0420558,6_17876229,-3.43517,0.000592189,-0.3792628,cg01691194,0.820726967738887,17876229,17876229,cg01691194,CEU
17,76039462,.,503,0.0449039,17_76039462,-3.72072,0.000198653,0.3780148,cg07536102,0.819435420678141,76039462,76039462,cg07536102,CEU
11,8715148,.,503,0.0556975,11_8715148,4.20951,2.5592e-05,0.3715032,cg21881798,0.812564232809233,8715148,8715148,cg21881798,CEU
3,41156559,.,503,0.0459385,3_41156559,3.87912,0.000104836,-0.3589958,cg01005582,0.79905811568009,41156559,41156559,cg01005582,CEU
17,80947993,.,503,0.0440728,17_80947993,-3.65354,0.000258651,-0.3531186,cg03052541,0.792214491315527,80947993,80947993,cg03052541,CEU
2,134861412,.,503,0.0695023,2_134861412,4.61453,3.93987e-06,-0.3440063,cg20242066,0.781291468307876,134861412,134861412,cg20242066,CEU
2,126770211,.,503,0.0472441,2_126770211,4.04968,5.12867e-05,0.3373,cg10179806,0.773372867273851,126770211,126770211,cg10179806,CEU
6,35766274,.,503,0.0424949,6_35766274,3.76969,0.000163451,0.33082,cg12781405,0.765863781161526,35766274,35766274,cg12781405,CEU
19,57924821,.,503,0.0419088,19_57924821,3.67471,0.000238116,-0.3272713,cg03571320,0.761768631944527,57924821,57924821,cg03571320,CEU
6,29682930,.,503,0.0521404,6_29682930,-3.67106,0.000241543,0.3147376,cg18280909,0.748002630345843,29682930,29682930,cg18280909,CEU
6,32625085,.,503,0.0444005,6_32625085,3.35418,0.000796017,-0.3030264,cg18902440,0.734969030434047,32625085,32625085,cg18902440,CEU
6,29682902,.,503,0.0465146,6_29682902,-3.51477,0.000440137,0.301167,cg05523662,0.732886017034246,29682902,29682902,cg05523662,CEU
6,32636260,.,503,0.048746,6_32636260,-3.63229,0.000280917,0.299874,cg26166145,0.731397587799605,32636260,32636260,cg26166145,CEU
11,4786984,.,503,0.0557227,11_4786984,-3.64462,0.000267789,-0.27735,cg14119936,0.702680353915396,4786984,4786984,cg14119936,CEU
4,85703539,.,503,0.056861,4_85703539,-3.94595,7.94846e-05,0.277043,cg14376467,0.702235400202395,85703539,85703539,cg14376467,CEU
2,135825239,.,503,0.0547983,2_135825239,-3.77048,0.000162935,0.2720456,cg05766948,0.695387838194354,135825239,135825239,cg05766948,CEU
